last_name,first_name,player_id,year,player_age,p_formatted_ip,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,
Bard, Luke,572703,2022,31,15.0,.291,.398,.360,.401,.107,88.7,14.5,4.8,
Greene, Shane,572888,2022,33,3.0,.263,.511,.359,.320,.248,88.6,30.7,10,
Johnson, Pierce,572955,2022,31,14.1,.192,.248,.254,.293,.057,86.8,9.9,0,
Keuchel, Dallas,572971,2022,34,60.2,.289,.461,.357,.360,.172,88.8,5.5,8.8,
Mantiply, Joe,573009,2022,31,60.0,.243,.369,.280,.270,.125,86.5,5.4,4,
Rogers, Taylor,573124,2022,31,64.1,.234,.392,.314,.319,.158,88.6,12.7,8.8,
Stroman, Marcus,573186,2022,31,138.2,.254,.389,.308,.306,.136,89,7,6.6,
Thielbar, Caleb,573204,2022,35,59.1,.193,.308,.249,.251,.115,84.9,21.5,6.8,
Minaya, Juan,573668,2022,31,9.2,.183,.244,.278,.328,.061,88.7,4.5,0,
Kikuchi, Yusei,579328,2022,31,100.2,.247,.463,.361,.359,.216,91.6,10,14.8,
Adam, Jason,592094,2022,30,63.1,.162,.257,.226,.242,.095,85.2,14.4,5.1,
Brice, Austin,592169,2022,30,6.2,.218,.274,.268,.305,.056,85.5,8.3,5.3,
Claudio, Alex,592222,2022,30,3.1,.179,.211,.250,.305,.032,85.1,3.3,0,
Gausman, Kevin,592332,2022,31,174.2,.242,.380,.285,.272,.138,89,12.2,8.1,
Gonzalez, Chi Chi,592346,2022,30,23.0,.286,.497,.362,.337,.211,88.7,12.6,9.1,
Gray, Jon,592351,2022,30,127.1,.230,.367,.295,.296,.137,88,11.1,6.1,
Hembree, Heath,592390,2022,33,22.0,.297,.555,.407,.406,.258,90.7,24.2,15.1,
Kahnle, Tommy,592454,2022,32,12.2,.155,.249,.242,.262,.094,82.3,-5.2,7.7,
Kolarek, Adam,592473,2022,33,17.2,.255,.381,.334,.359,.125,87.5,0.5,5.1,
Ray, Robbie,592662,2022,30,189.0,.223,.373,.295,.292,.150,89.7,14.7,7.9,
Sadzeck, Connor,592712,2022,30,3.0,.261,.682,.422,.318,.421,88.8,35.9,20,
Sampson, Adrian,592716,2022,30,104.1,.266,.422,.324,.316,.156,87.9,13.6,6.7,
Sanchez, Aaron,592717,2022,29,60.0,.278,.418,.328,.332,.140,92.4,8,5.9,
Shreve, Chasen,592741,2022,31,26.1,.263,.451,.340,.329,.188,89.5,14.9,12,
Smith, Caleb,592761,2022,30,70.0,.211,.366,.305,.316,.156,86,24.1,6.6,
Smyly, Drew,592767,2022,33,106.1,.249,.416,.316,.302,.167,86.7,16.3,8.6,
Stanek, Ryne,592773,2022,30,54.2,.195,.308,.279,.305,.113,88.9,15,3.8,
Syndergaard, Noah,592789,2022,29,134.2,.265,.420,.325,.312,.156,87.1,12.3,7.8,
Taillon, Jameson,592791,2022,30,177.1,.260,.432,.317,.297,.172,88.5,14.5,8.3,
Thornburg, Tyler,592804,2022,33,19.0,.188,.292,.275,.300,.104,88.6,21.3,1.6,
Velasquez, Vince,592826,2022,30,75.1,.243,.456,.332,.307,.213,91.6,19.7,13,
Walker, Taijuan,592836,2022,29,157.1,.245,.395,.308,.305,.150,89.3,11.3,7.3,
Weiss, Zack,592848,2022,30,13.1,.168,.270,.243,.288,.102,88.3,22.4,10,
Wick, Rowan,592858,2022,29,64.0,.279,.461,.353,.351,.182,88.5,11.6,10.3,
Williams, Trevor,592866,2022,30,89.2,.232,.393,.298,.288,.161,87.8,18.3,7.7,
Feliz, Michael,593140,2022,29,3.1,.242,.513,.402,.404,.271,88.6,-2.8,14.3,
German, Domingo,593334,2022,29,72.1,.237,.389,.302,.296,.152,89.4,16.7,6.9,
Montas, Frankie,593423,2022,29,144.1,.242,.396,.311,.305,.155,87.6,11.2,8,
Neris, Hector,593576,2022,33,65.1,.216,.348,.283,.285,.132,89.7,16.6,6.8,
Tapia, Domingo,593619,2022,30,17.0,.244,.368,.340,.379,.124,89.9,10.5,4.8,
Alberto, Hanser,593643,2022,29,11.0,.254,.467,.334,.313,.213,90.4,26.6,9.5,
Rodriguez, Eduardo,593958,2022,29,91.0,.249,.400,.317,.318,.151,87.5,12.6,7.1,
Peralta, Wandy,593974,2022,30,56.1,.210,.290,.255,.275,.080,85.5,7.6,4.4,
Gustave, Jandel,594311,2022,29,28.0,.228,.380,.310,.314,.152,90.8,10.7,6.3,
Mayers, Mike,594577,2022,30,50.2,.263,.487,.352,.329,.224,91.2,16.9,12.7,
Moll, Sam,594580,2022,30,43.1,.204,.306,.269,.309,.102,87.6,9.5,5.2,
deGrom, Jacob,594798,2022,34,64.1,.182,.333,.234,.209,.151,89.3,15.2,9.3,
Gonzales, Marco,594835,2022,30,183.0,.267,.435,.330,.320,.169,86.7,14.5,7.2,
Treinen, Blake,595014,2022,34,5.0,.198,.344,.259,.245,.146,84.9,4.8,10,
Eickhoff, Jerad,595191,2022,31,4.1,.334,.590,.427,.420,.257,87.4,9.6,10.5,
Okert, Steven,595345,2022,30,51.1,.192,.294,.280,.314,.102,86.8,19.9,5.6,
Beede, Tyler,595881,2022,29,61.1,.269,.411,.338,.356,.141,88.7,9.1,5.2,
Ellis, Chris,595939,2022,29,4.1,.270,.337,.387,.474,.067,83.7,3.8,0,
Junis, Jakob,596001,2022,29,112.0,.262,.415,.316,.307,.153,88.9,12.1,7.4,
Mengden, Daniel,596043,2022,29,7.0,.316,.505,.354,.328,.190,88,12.1,13,
Norris, Daniel,596057,2022,29,58.2,.228,.394,.327,.337,.166,89.1,12,10.8,
Peters, Dillon,596071,2022,29,39.1,.253,.417,.327,.330,.163,88.8,13.8,6.6,
Reed, Jake,596082,2022,29,16.2,.236,.403,.335,.345,.167,89.2,14.3,5.7,
Stephenson, Robert,596112,2022,29,58.0,.267,.474,.336,.310,.208,90.6,21,9,
Stubbs, Garrett,596117,2022,29,3.2,.375,.706,.476,.410,.331,92.7,10.2,18.8,
Weaver, Luke,596133,2022,28,35.2,.292,.450,.356,.358,.158,91.5,11.2,10.8,
Lawrence, Casey,596271,2022,34,18.0,.293,.510,.365,.335,.218,86.5,11.3,12.7,
Gomber, Austin,596295,2022,28,124.2,.267,.440,.330,.316,.173,88.1,12.4,8.5,
Barnes, Matt,598264,2022,32,39.2,.229,.382,.320,.335,.153,91.1,11.1,8.5,
Ramirez, Noe,598287,2022,32,50.0,.218,.394,.316,.324,.176,87.8,14.8,8.9,
Leclerc, Jose,600917,2022,28,47.2,.188,.323,.278,.287,.135,86.6,24.2,6.7,
Machado, Andres,600921,2022,29,59.1,.272,.448,.352,.353,.176,89.5,9.9,8.6,
Pivetta, Nick,601713,2022,29,179.2,.248,.433,.332,.324,.185,90.7,15.2,9,
Barlow, Scott,605130,2022,29,74.1,.201,.337,.269,.270,.136,86.4,11.6,6.9,
Bassitt, Chris,605135,2022,33,181.2,.228,.359,.290,.291,.132,85.7,10.8,6.6,
Bradley, Archie,605151,2022,29,18.2,.221,.365,.286,.292,.144,87.3,4.2,7.1,
Brebbia, John,605154,2022,32,68.0,.237,.384,.291,.286,.148,87.8,17.1,6.5,
Brooks, Aaron,605156,2022,32,9.1,.336,.690,.456,.382,.354,91.1,7.9,24.2,
Bundy, Dylan,605164,2022,29,140.0,.263,.440,.322,.300,.177,88.9,18.6,8.9,
Chafin, Andrew,605177,2022,32,57.1,.203,.320,.267,.274,.117,87.5,11,8.4,
Clevinger, Mike,605182,2022,31,114.1,.247,.435,.332,.318,.188,88.2,18.8,9.5,
Cotton, Jharel,605194,2022,30,43.0,.219,.376,.304,.311,.157,88.6,23.9,7.5,
Crick, Kyle,605195,2022,29,15.2,.226,.309,.323,.379,.082,86.2,14,2.9,
Davies, Zach,605200,2022,29,134.1,.250,.430,.329,.321,.180,87.4,13,8,
Edwards Jr., Carl,605218,2022,30,62.0,.213,.340,.284,.292,.128,87.7,12.2,4.6,
Fulmer, Michael,605242,2022,29,63.2,.235,.356,.302,.327,.121,88.3,16.8,4.4,
Holmes, Clay,605280,2022,29,63.2,.186,.246,.243,.278,.060,89,-8.1,1.8,
Houser, Adrian,605288,2022,29,102.2,.272,.422,.341,.349,.150,88.7,10.3,5.6,
Lopez, Jorge,605347,2022,29,71.0,.211,.323,.284,.313,.112,87.3,1.7,4.8,
Musgrove, Joe,605397,2022,29,181.0,.225,.351,.282,.284,.126,86.4,11.7,6,
Nola, Aaron,605400,2022,29,205.0,.211,.340,.259,.248,.129,87.7,12.5,7.1,
Rodriguez, Dereck,605446,2022,30,7.2,.268,.532,.377,.359,.264,86.2,9.1,7.7,
Romano, Jordan,605447,2022,29,64.0,.223,.348,.284,.299,.125,90.3,12.5,6.9,
Scott, Tayler,605463,2022,30,12.0,.284,.407,.339,.357,.123,88.8,11.8,5,
Snell, Blake,605483,2022,29,128.0,.207,.337,.279,.286,.130,90.1,17.1,7.4,
Springs, Jeffrey,605488,2022,29,135.1,.231,.364,.282,.276,.134,87.5,14.9,5.9,
Thompson, Zach,605507,2022,28,121.2,.281,.444,.347,.346,.163,88.3,11.3,6.4,
Warren, Art,605521,2022,29,36.0,.229,.416,.337,.345,.188,90.3,17.3,11.9,
Wendelken, J.B.,605525,2022,29,29.0,.299,.478,.379,.386,.179,87.9,13.4,7,
Wisler, Matt,605538,2022,29,44.0,.199,.385,.281,.263,.186,87.5,27.3,11.8,
Woodruff, Brandon,605540,2022,29,153.1,.212,.349,.277,.273,.137,88.8,16.8,7.1,
Castro, Harold,605612,2022,28,4.0,.367,.515,.408,.424,.148,97.8,18.7,0,
Perdomo, Luis,606131,2022,29,23.2,.281,.471,.340,.311,.190,89.5,2.2,8.8,
Gallegos, Giovanny,606149,2022,30,59.0,.194,.354,.267,.255,.160,89.8,24,9,
Montero, Rafael,606160,2022,31,68.1,.204,.291,.257,.279,.087,86.3,7.9,2.9,
Elias, Roenis,606273,2022,33,7.2,.201,.290,.256,.274,.089,87.9,12.6,4.2,
Payamps, Joel,606303,2022,28,55.2,.243,.394,.305,.302,.151,89,6.5,7.7,
Garcia, Jarlin,606424,2022,29,65.0,.247,.435,.320,.302,.188,88.8,16.7,10.8,
Moronta, Reyes,606625,2022,29,37.2,.192,.329,.282,.295,.137,86.4,23.4,6.8,
Barnes, Jacob,606930,2022,32,22.1,.258,.413,.336,.343,.155,90,6.6,6.8,
Devenski, Chris,606965,2022,31,14.2,.275,.495,.346,.297,.220,91.7,15.4,15.1,
Hager, Jake,606993,2022,29,2.1,.363,.498,.377,.363,.136,79.1,17.1,0,
Rodon, Carlos,607074,2022,29,178.0,.198,.309,.254,.260,.111,89,19.4,6.5,
Weems, Jordan,607179,2022,29,39.2,.225,.381,.287,.280,.156,90.6,20.6,7.1,
Glasnow, Tyler,607192,2022,28,6.2,.261,.534,.364,.318,.274,100.4,14.9,21.4,
Fedde, Erick,607200,2022,29,127.0,.284,.451,.356,.356,.167,89.5,13.4,8.1,
Krehbiel, Joey,607216,2022,29,57.2,.245,.411,.313,.307,.166,86.8,13.4,7.3,
Gsellman, Robert,607229,2022,28,15.1,.321,.578,.400,.353,.257,90.2,10.9,13.5,
Garrett, Amir,607237,2022,30,45.1,.194,.277,.296,.346,.083,88.3,17.8,6.4,
Martinez, Nick,607259,2022,31,106.1,.233,.372,.304,.311,.139,86.5,11.5,8.1,
Patton, Spencer,607359,2022,34,7.0,.188,.294,.288,.324,.106,87.6,11.6,5.3,
Mazza, Chris,607391,2022,32,5.1,.361,.672,.503,.507,.311,89.7,14.1,13.6,
Banda, Anthony,607455,2022,28,26.2,.277,.431,.343,.356,.154,84.9,15.1,6.7,
Barraclough, Kyle,607457,2022,32,9.0,.241,.435,.324,.317,.193,91.1,21.7,16.7,
Bummer, Aaron,607481,2022,28,26.2,.257,.356,.309,.332,.099,90.2,-3.5,6.7,
Freeland, Kyle,607536,2022,29,174.2,.271,.455,.346,.337,.184,89.8,12.7,9.7,
Howard, Sam,607572,2022,29,2.0,.257,.498,.479,.567,.241,84.9,12.5,16.7,
Ladwig, A.J.,607609,2022,29,3.1,.438,.996,.600,.438,.558,91.7,12.8,20,
Lugo, Seth,607625,2022,32,65.0,.232,.369,.290,.290,.138,88.5,10.9,8.2,
Means, John,607644,2022,29,8.0,.289,.418,.323,.324,.129,88.5,17.2,4,
Vasquez, Andrew,607755,2022,28,8.2,.225,.371,.335,.367,.146,89.4,6.2,4.5,
Estevez, Carlos,608032,2022,29,57.0,.239,.402,.316,.317,.163,89.6,17.6,7.6,
De Jong, Chase,608328,2022,28,71.2,.214,.384,.306,.307,.171,88.4,20.3,8.6,
Fried, Max,608331,2022,28,185.1,.227,.328,.264,.266,.101,86.2,7.6,4,
Giolito, Lucas,608337,2022,27,161.2,.249,.397,.318,.319,.149,88.8,12.6,7.5,
Irvin, Cole,608344,2022,28,181.0,.258,.451,.324,.301,.192,89.4,15.5,9.6,
Kelly, Carson,608348,2022,27,4.2,.323,.482,.375,.380,.158,92.1,27.5,4.5,
Knebel, Corey,608349,2022,30,44.2,.217,.346,.303,.334,.129,88.7,15,5.7,
Sims, Lucas,608371,2022,28,6.2,.229,.345,.341,.397,.115,87.9,7.4,5.3,
Wacha, Michael,608379,2022,30,127.1,.254,.446,.329,.306,.192,88.2,12.8,9.6,
Marquez, German,608566,2022,27,181.2,.256,.423,.327,.321,.167,90.5,9.1,7.1,
Chargois, JT,608638,2022,31,22.1,.183,.313,.252,.250,.130,87.2,2.8,6.5,
Duffey, Tyler,608648,2022,31,44.0,.295,.471,.358,.355,.176,90.2,9.6,8.5,
Farrell, Luke,608652,2022,31,15.0,.287,.466,.361,.360,.179,91.2,19,8.2,
Graveman, Kendall,608665,2022,31,65.0,.239,.337,.292,.316,.098,88.1,6,4.2,
Leone, Dominic,608678,2022,30,49.1,.238,.372,.300,.320,.134,89.9,16.2,6.2,
Steckenrider, Drew,608716,2022,31,14.1,.360,.574,.423,.407,.214,88.8,16.5,11.3,
Stratton, Chris,608717,2022,31,63.1,.256,.390,.315,.327,.134,89.7,12.8,5.7,
Suter, Brent,608718,2022,32,66.2,.242,.358,.300,.313,.116,85.7,12.9,5.7,
Voth, Austin,608723,2022,30,101.2,.256,.421,.324,.314,.165,88.4,16.6,8.5,
Bracho, Silvino,611093,2022,29,4.1,.259,.597,.401,.341,.338,91.2,14.1,16.7,
Castro, Miguel,612434,2022,27,29.0,.252,.389,.339,.362,.136,88.3,10.9,11.3,
Ruiz, Jose,614179,2022,27,60.2,.229,.403,.321,.323,.174,89.1,12.8,8.5,
Quantrill, Cal,615698,2022,27,186.1,.258,.417,.321,.313,.159,87.6,13.8,7.5,
Sawamura, Hirokazu,617228,2022,34,50.2,.252,.392,.321,.340,.139,88.9,8.8,7.1,
Torrens, Luis,620443,2022,26,2.0,.341,.726,.473,.339,.385,91,16,10,
Schrock, Max,621011,2022,27,1.0,.523,1.036,.653,.523,.513,97.1,18.5,20,
Cuas, Jose,621016,2022,28,37.2,.241,.333,.322,.370,.092,85.8,5.2,3.4,
Wilson, Steven,621051,2022,27,53.0,.182,.306,.263,.272,.124,87.6,26,7.2,
Rucker, Michael,621074,2022,28,54.2,.230,.376,.297,.298,.146,89.8,13.4,8.2,
Kaprielian, James,621076,2022,28,134.0,.254,.416,.332,.336,.162,88.4,16.9,8,
Wiles, Collin,621079,2022,28,9.2,.246,.369,.297,.302,.123,87.4,4.7,6.9,
Lemoine, Jake,621082,2022,28,16.1,.231,.396,.304,.303,.165,91.1,14.7,7.4,
Eflin, Zach,621107,2022,28,75.2,.227,.364,.282,.276,.137,85.3,10.5,6.1,
Buehler, Walker,621111,2022,27,65.0,.258,.418,.320,.310,.161,87.9,7.2,6.6,
Blackburn, Paul,621112,2022,28,111.1,.259,.401,.315,.315,.142,88.2,9,7,
Burr, Ryan,621114,2022,28,9.0,.278,.533,.380,.352,.255,92,3.1,14.3,
McCullers Jr., Lance,621121,2022,28,47.2,.224,.342,.294,.310,.118,87.7,8,4.9,
Mills, Alec,621219,2022,30,17.2,.319,.642,.420,.365,.322,91.1,18,11.9,
Alvarado, Jose,621237,2022,27,51.0,.187,.275,.249,.282,.088,87.2,3,6.5,
Diaz, Edwin,621242,2022,28,62.0,.149,.205,.202,.223,.056,85.5,10.4,4.1,
Berrios, Jose,621244,2022,28,172.0,.275,.466,.346,.329,.191,90,13.9,9.5,
Garza Jr., Ralph,621248,2022,28,35.0,.293,.453,.361,.377,.160,87.3,10.4,6.8,
Underwood Jr., Duane,621249,2022,27,57.1,.256,.354,.314,.342,.098,87.8,7.3,3.5,
Wittgren, Nick,621295,2022,31,29.0,.263,.366,.317,.341,.103,89,14.2,1,
Minter, A.J.,621345,2022,28,70.0,.182,.304,.242,.237,.122,88.3,18,8.8,
Clay, Sam,621348,2022,29,5.1,.209,.318,.371,.444,.108,95.3,-8.8,6.3,
Poche, Colin,621363,2022,28,58.2,.215,.365,.292,.288,.150,86,22.3,8.9,
Borucki, Ryan,621366,2022,28,25.1,.281,.472,.368,.366,.192,88.1,8.1,10.4,
Hearn, Taylor,621368,2022,27,100.0,.265,.420,.337,.341,.155,89.5,15.1,9.8,
Strahm, Matt,621381,2022,30,44.2,.204,.346,.285,.294,.142,87.5,18.3,7.6,
Banks, Tanner,621383,2022,30,53.0,.252,.384,.313,.318,.131,88.1,9.6,7.4,
Blach, Ty,621389,2022,31,44.1,.274,.403,.313,.320,.129,87.4,13.6,6,
Phillips, Brett,621433,2022,28,4.0,.426,1.176,.674,.478,.751,91.5,24.4,35,
Castro, Anthony,621593,2022,27,13.1,.321,.600,.440,.425,.280,88.5,9.1,14,
Young, Alex,622065,2022,28,26.2,.249,.335,.297,.326,.085,88.9,7.3,2.4,
Wood, Alex,622072,2022,31,130.2,.248,.398,.310,.305,.150,88.6,8.5,7.1,
Almonte, Yency,622075,2022,28,35.1,.205,.307,.271,.291,.102,83.4,11.1,4.5,
Smith, Drew,622098,2022,28,46.0,.222,.409,.302,.284,.187,90.1,19.5,11.8,
Reyes Jr., Gerardo,622103,2022,29,2.0,.238,.292,.344,.429,.054,88.1,36,0,
Sborz, Josh,622250,2022,28,22.1,.266,.443,.342,.344,.177,92.1,18.8,10.5,
Staumont, Josh,622251,2022,28,37.2,.247,.392,.342,.372,.145,90.2,18.6,5.8,
Tate, Dillon,622253,2022,28,73.2,.227,.338,.277,.287,.111,87.1,0,5.3,
Castillo, Luis,622379,2022,27,3.2,.230,.306,.232,.230,.076,94.5,2.4,10,
Castillo, Luis,622491,2022,29,150.1,.223,.344,.284,.291,.120,89,10.4,6.9,
Crismatt, Nabil,622503,2022,27,67.1,.234,.350,.291,.302,.116,87.7,7.8,5.2,
Dominguez, Seranthony,622554,2022,27,51.0,.214,.337,.286,.301,.123,90.2,8.9,8.1,
Senzatela, Antonio,622608,2022,27,92.1,.311,.447,.350,.354,.136,89.9,6.7,4.5,
Severino, Luis,622663,2022,28,102.0,.203,.328,.268,.270,.125,89.4,11,6.9,
Hernandez, Elieser,622694,2022,27,62.1,.233,.475,.337,.306,.242,89.4,24.1,13,
Diaz, Miguel,622766,2022,27,3.2,.067,.086,.156,.200,.019,84.7,6.1,0,
Tinoco, Jesus,622786,2022,27,20.2,.210,.334,.292,.313,.124,87.8,14.6,5.5,
Sewald, Paul,623149,2022,32,64.0,.189,.319,.254,.262,.130,86.3,20.6,9.4,
Flexen, Chris,623167,2022,27,137.2,.256,.430,.331,.324,.174,89.1,18.4,9,
Brazoban, Huascar,623211,2022,32,32.0,.201,.311,.296,.333,.109,83.2,7.3,5.1,
Hader, Josh,623352,2022,28,50.0,.196,.359,.292,.290,.162,87.7,16.4,11.5,
Topa, Justin,623437,2022,31,7.1,.248,.364,.303,.334,.117,87,-8.4,3.7,
Stephens, Jackson,623451,2022,28,53.2,.248,.361,.305,.331,.114,87,8.8,4.9,
Phillips, Evan,623465,2022,27,63.0,.175,.266,.231,.242,.091,86.1,15,4.3,
Herget, Jimmy,623474,2022,28,69.0,.216,.343,.267,.270,.127,88.1,15,6.5,
Goudeau, Ashton,623485,2022,29,20.1,.263,.382,.331,.345,.119,91,18.3,5.9,
Suarez, Ranger,624133,2022,26,155.1,.241,.368,.302,.311,.127,87.5,5.1,6.8,
Castellani, Ryan,624418,2022,26,2.2,.294,.486,.331,.294,.192,92.5,5.1,10,
Gordon, Nick,624503,2022,26,3.2,.305,.498,.400,.416,.193,90,29.4,9.5,
Thompson, Keegan,624522,2022,27,115.0,.241,.413,.326,.323,.172,89,13.2,8.6,
Lopez, Reynaldo,625643,2022,28,65.1,.229,.327,.267,.268,.099,89.4,15.3,5.1,
Iglesias, Raisel,628452,2022,32,62.0,.214,.360,.275,.268,.147,87.3,17.5,10.6,
Marte, Yunior,628708,2022,27,48.0,.238,.326,.304,.337,.089,86.8,9.5,3.5,
Urias, Julio,628711,2022,25,175.0,.205,.332,.262,.258,.128,86.7,17.2,6.7,
Chirinos, Yonny,630023,2022,28,7.0,.226,.330,.271,.278,.104,90.8,-2.5,4.5,
Crowe, Wil,640444,2022,27,76.0,.248,.364,.317,.340,.116,87.6,10,4.9,
Finnegan, Kyle,640448,2022,30,66.2,.222,.364,.283,.285,.142,90.2,8.3,8,
Harvey, Hunter,640451,2022,27,39.1,.205,.311,.260,.267,.105,90.4,14.5,5,
Manaea, Sean,640455,2022,30,158.0,.240,.407,.312,.302,.167,90.3,16.3,9.1,
Puk, A.J.,640462,2022,27,66.1,.222,.358,.299,.315,.136,86.9,11.4,8.8,
Alzolay, Adbert,640470,2022,27,13.1,.179,.295,.233,.227,.116,85.7,16.7,10,
Lopez, Pablo,641154,2022,26,180.0,.239,.378,.301,.302,.138,87.9,11,9,
Alexander, Tyler,641302,2022,27,101.0,.282,.497,.355,.327,.215,88.9,16.9,11.2,
Baker, Bryan,641329,2022,27,69.2,.226,.318,.280,.303,.092,89.8,13.3,4.8,
Bickford, Phil,641360,2022,26,61.0,.211,.403,.290,.262,.193,88.8,18.4,11.6,
Brentz, Jake,641394,2022,27,5.1,.351,.505,.467,.544,.154,89.4,18.2,5.6,
Brogdon, Connor,641401,2022,27,44.0,.224,.358,.278,.273,.133,87.4,18.8,6.3,
Castano, Daniel,641447,2022,27,35.2,.282,.432,.337,.333,.150,86.9,11,6.4,
Cortes Jr., Nestor,641482,2022,27,158.1,.204,.320,.257,.256,.115,87.9,19.2,5.3,
Danish, Tyler,641501,2022,27,40.1,.292,.512,.378,.358,.220,89,10.1,10.4,
Dunning, Dane,641540,2022,27,153.1,.250,.400,.327,.332,.150,87.9,5.4,8.9,
Foster, Matt,641582,2022,27,45.0,.252,.399,.317,.320,.146,88.2,20.4,6,
Gott, Trevor,641627,2022,29,45.2,.203,.333,.268,.267,.131,86.7,13.3,7.9,
Hamilton, Ian,641656,2022,27,2.2,.352,.427,.371,.411,.075,90.5,17.5,0,
Hatch, Thomas,641672,2022,27,4.2,.377,.612,.458,.449,.235,93,9.2,10.5,
Hendrix, Ryan,641682,2022,27,8.1,.157,.190,.255,.335,.032,88.8,9.1,0,
Hudson, Dakota,641712,2022,27,139.2,.276,.410,.343,.361,.133,89,6.3,6,
Jefferies, Daulton,641726,2022,26,39.1,.250,.397,.301,.293,.147,89.2,11,8.2,
Jimenez, Joe,641729,2022,27,56.2,.216,.345,.266,.259,.129,88.6,20,7.8,
Kay, Anthony,641743,2022,27,2.0,.291,.374,.435,.486,.084,104.8,17.8,20,
Keller, Brad,641745,2022,26,139.2,.256,.405,.323,.327,.149,89.3,6.7,6.6,
Kinley, Tyler,641755,2022,31,24.0,.207,.296,.251,.262,.089,88.7,13.8,1.5,
Kuhl, Chad,641771,2022,29,137.0,.272,.466,.352,.345,.194,90.5,15.8,9.7,
Lauer, Eric,641778,2022,27,158.2,.240,.394,.311,.311,.154,88.8,17.7,8,
Littell, Zack,641793,2022,26,44.1,.223,.394,.297,.280,.171,88,13.7,8,
Mahle, Tyler,641816,2022,27,120.2,.214,.358,.291,.288,.144,88.7,17.9,7.5,
Mayza, Tim,641835,2022,30,48.2,.263,.415,.316,.312,.152,88.6,0.2,7.4,
McKay, David,641853,2022,27,6.2,.321,.580,.431,.406,.258,91.1,13.4,16,
Middleton, Keynan,641871,2022,28,17.0,.284,.518,.362,.326,.233,87.6,20.3,12,
Murphy, Patrick,641907,2022,27,5.2,.244,.303,.360,.429,.059,87.4,4.8,9.1,
Neuse, Sheldon,641914,2022,27,3.2,.237,.486,.302,.237,.249,91.2,17.3,16.7,
Ober, Bailey,641927,2022,26,56.0,.262,.464,.334,.304,.202,90.1,19.5,11.7,
Pagan, Emilio,641941,2022,31,63.0,.227,.398,.307,.303,.171,89.6,12.7,9.8,
Rogers, Josh,642028,2022,27,26.1,.248,.467,.343,.322,.219,88.6,21.7,8.9,
Saucedo, Tayler,642048,2022,29,2.2,.416,1.015,.604,.455,.599,95.7,8.5,28.6,
Sedlock, Cody,642060,2022,27,3.0,.328,.522,.388,.370,.194,90.2,7.7,8.3,
Speier, Gabe,642100,2022,27,19.1,.205,.330,.260,.256,.125,88,14.9,3.4,
Sulser, Cole,642121,2022,32,34.0,.261,.445,.342,.342,.183,90.2,13.9,8.4,
Taylor, Blake,642130,2022,26,16.0,.254,.355,.321,.355,.100,86.1,8.2,5.5,
Trivino, Lou,642152,2022,30,53.2,.253,.392,.323,.337,.139,88.7,6.8,7.1,
VanMeter, Josh,642165,2022,27,3.0,.502,1.029,.656,.539,.527,88.1,16.8,24,
Widener, Taylor,642203,2022,27,17.1,.238,.403,.311,.313,.165,88.2,21,6.7,
Williams, Devin,642207,2022,27,60.2,.147,.199,.223,.264,.051,84.3,9.4,0.9,
Yacabonis, Jimmy,642231,2022,30,14.0,.288,.562,.416,.405,.274,91.3,18.9,22.5,
Yarbrough, Ryan,642232,2022,30,80.0,.251,.412,.324,.321,.161,85.1,17.2,7.3,
Zastryzny, Rob,642239,2022,30,4.0,.172,.253,.215,.224,.081,88.3,16,8.3,
Soto, Gregory,642397,2022,27,60.1,.222,.346,.313,.343,.124,91.4,7.7,6.2,
Loaisiga, Jonathan,642528,2022,27,48.0,.245,.330,.290,.316,.085,83.9,3.3,2,
Barria, Jaime,642545,2022,25,79.1,.242,.426,.314,.295,.183,88.3,16.3,10,
Hernandez, Jonathan,642546,2022,25,30.1,.241,.368,.313,.346,.127,90.3,0.5,4.7,
Peralta, Freddy,642547,2022,26,78.0,.190,.300,.257,.267,.110,87.1,16.9,3.5,
Bautista, Felix,642585,2022,27,65.2,.186,.296,.255,.265,.110,86.8,14.7,8.5,
Ogando, Cristofer,642657,2022,28,4.1,.353,.432,.404,.429,.078,95.3,24.7,15.4,
Espinal, Raynel,642659,2022,30,4.2,.294,.575,.387,.329,.281,89.3,12.2,13.3,
Santana, Dennis,642701,2022,26,58.2,.245,.341,.306,.338,.096,86.6,9.7,4.7,
Acevedo, Domingo,642758,2022,28,67.2,.235,.373,.290,.294,.138,86.7,14,7.4,
Guerra, Javy,642770,2022,26,18.0,.271,.439,.355,.379,.168,91.2,15.4,8.3,
Wynns, Austin,642851,2022,31,2.0,.233,.396,.311,.309,.163,89,28.5,11.1,
Brault, Steven,643230,2022,30,9.0,.164,.268,.264,.293,.104,92.9,11,4,
Cimber, Adam,643256,2022,31,70.2,.252,.369,.297,.305,.117,89.1,12.1,5.1,
Dunn, Justin,643290,2022,26,31.0,.299,.615,.431,.400,.316,91.4,20.6,16.5,
Fry, Paul,643316,2022,29,13.0,.258,.364,.346,.392,.106,94.6,-1.6,2.9,
Green, Chad,643338,2022,31,15.0,.224,.337,.281,.285,.113,88.7,25,5,
Herget, Kevin,643361,2022,31,7.0,.250,.407,.266,.236,.158,89.7,17.2,15.4,
Jax, Griffin,643377,2022,27,72.1,.220,.353,.278,.282,.133,88.1,10.6,6.9,
