SSBB,MLBAM,NL,pos,h,age,team,firstName,lastName,1B,2B,3B,SS,OF,osbAL,ocsAL,osbNL,ocsNL,BAvR,OBvR,SLvR,BAvL,OBvL,SLvL
1115,676050,115,P,L,27,StL,Packy,Naughton,,,,,,,,,,,,,,,
1116,643290,116,P,R,27,Cin,Justin,Dunn,,,,,,,,,,,,,,,
1117,669160,117,P,R,25,LAD,Dustin,May,,,,,,,,,,,,,,,
1118,675627,118,P,R,26,LAD,Michael,Grove,,,,,,,,,,,,,,,
1119,663546,119,P,R,25,SF,Sean,Hjelle,,,,,,,,,,,,,,,
1120,686753,120,P,R,25,Ari,Drey,Jameson,,,,,,,,,,,,,,,
1121,608638,121,P,R,32,Mia,JT,Chargois,,,,,,,,,,,,,,,
1122,656686,122,P,R,27,Ari,Corbin,Martin,,,,,,,,,,,,,,,
1123,663465,123,P,L,25,Atl,Kolby,Allard,,,,,,,,,,,,,,,
1124,543101,124,P,R,33,SF,Anthony,DeSclafani,,,,,,,,,,,,,,,
1125,657756,125,P,R,27,Col,Connor,Seabold,,,,,,,,,,,,,,,
1126,669194,126,P,R,25,Ari,Ryne,Nelson,,,,,,,,,,,,,,,
1127,518397,127,P,L,33,SF,Scott,Alexander,,,,,,,,,,,,,,,
1128,666818,128,P,R,24,Ari,Luis,Frias,,,,,,,,,,,,,,,
1129,668941,129,P,L,26,StL,JoJo,Romero,,,,,,,,,,,,,,,
1130,682847,130,P,R,24,Pit,Luis,Ortiz(Pit),,,,,,,,,,,,,,,
1131,663378,131,P,L,26,SF,Thomas,Szapucki,,,,,,,,,,,,,,,
1132,518585,132,P,R,33,Cin,Fernando,Cruz,,,,,,,,,,,,,,,
1133,663753,133,P,R,26,SD,Reiss,Knehr,,,,,,,,,,,,,,,
1134,640470,134,P,R,28,ChN,Adbert,Alzolay,,,,,,,,,,,,,,,
1135,668873,135,P,R,26,ChN,Caleb,Kilian,,,,,,,,,,,,,,,
1136,668338,136,P,R,27,Mil,Tyson,Miller,,,,,,,,,,,,,,,
1137,656578,137,P,R,26,LAD,Andre,Jackson,,,,,,,,,,,,,,,
1138,664942,138,P,R,30,StL,James,Naile,,,,,,,,,,,,,,,
1139,663947,139,P,L,26,Ari,Tyler,Holton,,,,,,,,,,,,,,,
1140,656814,140,P,R,27,Phi,Luis,Ortiz(Phi),,,,,,,,,,,,,,,
1141,676083,141,P,R,27,Mil,Janson,Junk,,,,,,,,,,,,,,,
1142,674681,142,P,L,26,Phi,Michael,Plassmeyer,,,,,,,,,,,,,,,
1143,571946,143,P,R,32,LAD,Shelby,Miller,,,,,,,,,,,,,,,
1144,663629,144,P,L,26,Mil,Ethan,Small,,,,,,,,,,,,,,,
1145,672839,145,P,R,23,Phi,Francisco,Morales,,,,,,,,,,,,,,,
1146,544931,146,P,R,34,Was,Stephen,Strasburg,,,,,,,,,,,,,,,
1147,676917,147,P,R,24,Was,Cade,Cavalli,,,,,,,,,,,,,,,
1148,658648,148,P,R,26,SD,Pedro,Avila,,,,,,,,,,,,,,,
1149,676130,149,P,R,25,NYN,Jose,Butto,,,,,,,,,,,,,,,
1150,677960,150,P,L,23,SD,Ryan,Weathers,,,,,,,,,,,,,,,
1151,673904,151,P,R,27,StL,Jake,Walsh,,,,,,,,,,,,,,,
1152,641743,152,P,L,28,ChN,Anthony,Kay,,,,,,,,,,,,,,,
1153,673258,153,P,R,27,SD,Michel,Baez,,,,,,,,,,,,,,,
1154,663562,154,P,R,26,Col,Noah,Davis,,,,,,,,,,,,,,,
1155,664192,155,P,L,29,NYN,Joey,Lucchesi,,,,,,,,,,,,,,,
1156,647336,156,P,R,25,Atl,Mike,Soroka,,,,,,,,,,,,,,,
1157,663567,157,P,R,26,Col,Peter,Lambert,,,,,,,,,,,,,,,
1158,664350,158,P,R,24,Mia,Sixto,Sanchez,,,,,,,,,,,,,,,
1159,668968,159,P,R,24,Phi,Hans,Crouse,,,,,,,,,,,,,,,
1160,641703,160,P,R,28,SD,Brent,Honeywell,,,,,,,,,,,,,,,
1161,,161,P,R,21,Mil,Jacob(round/2/2022/MLB/draft),Misiorowski,,,,,,,,,,,,,,,
1162,681402,162,P,R,26,Mil,Gus,Varland,,,,,,,,,,,,,,,
1163,694363,163,P,L,24,Atl,Jared,Shuster,,,,,,,,,,,,,,,
1164,680767,164,P,R,23,Atl,Victor,Vodnik,,,,,,,,,,,,,,,
1165,680885,165,P,R,22,Atl,Spencer,Schwellenbach,,,,,,,,,,,,,,,
1166,,166,P,R,22,-,Really,AL#717,,,,,,,,,,,,,,,
1167,702566,167,P,R,19,Atl,Owen(round/1/2022/MLB/draft),Murphy,,,,,,,,,,,,,,,
1168,,168,P,R,19,Atl,J.R.(round/1C/2022/MLB/draft),Ritchie,,,,,,,,,,,,,,,
1169,,169,P,R,19,Atl,Cole(round/2/2022/MLB/draft),Phillips,,,,,,,,,,,,,,,
1170,,170,P,R,24,Atl,Darius,Vines,,,,,,,,,,,,,,,
1171,,171,P,R,20,Atl,AJ,Smith-Shawver,,,,,,,,,,,,,,,
1172,,172,P,R,23,Atl,Roddery,Munoz,,,,,,,,,,,,,,,
1173,696136,173,P,L,23,ChN,Jordan,Wicks,,,,,,,,,,,,,,,
1174,686754,174,P,R,25,ChN,Ryan,Jensen,,,,,,,,,,,,,,,
1175,,175,P,L,22,ChN,D.J.,Herz,,,,,,,,,,,,,,,
1176,690990,176,P,R,21,ChN,Cade(round/1/2022/MLB/draft),Horton,,,,,,,,,,,,,,,
1177,,177,P,L,19,ChN,Jackson(round/2/2022/MLB/draft),Ferris,,,,,,,,,,,,,,,
1178,,178,P,R,23,ChN,Ben,Brown,,,,,,,,,,,,,,,
1179,682227,179,P,L,24,Cin,Brandon,Williamson,,,,,,,,,,,,,,,
1180,,180,P,R,25,Cin,Levi,Stoudt,,,,,,,,,,,,,,,
1181,680689,181,P,R,23,Cin,Lyon,Richardson,,,,,,,,,,,,,,,
1182,671096,182,P,L,23,Cin,Andrew,Abbott,,,,,,,,,,,,,,,
1183,,183,P,R,21,Cin,Connor,Phillips,,,,,,,,,,,,,,,
1184,676272,184,P,R,24,LAD,Bobby,Miller,,,,,,,,,,,,,,,
1185,691772,185,P,L,20,LAD,Maddux,Bruns,,,,,,,,,,,,,,,
1186,689017,186,P,L,24,LAD,Landon,Knack,,,,,,,,,,,,,,,
1187,,187,P,R,23,LAD,Nick,Nastrini,,,,,,,,,,,,,,,
1188,,188,P,R,24,LAD,Gavin,Stone,,,,,,,,,,,,,,,
1189,663658,189,P,R,26,Was,Thad,Ward,,,,,,,,,,,,,,,
1190,671131,190,P,R,23,Was,Jackson,Rutledge,,,,,,,,,,,,,,,
1191,691251,191,P,R,20,Was,Andry,Lara,,,,,,,,,,,,,,,
1192,672629,192,P,R,24,Was,Gerardo,Carrillo,,,,,,,,,,,,,,,
1193,,193,P,R,19,Was,Jarlin,Susana,,,,,,,,,,,,,,,
1194,,194,P,L,22,Was,Jake(round/2/2022/MLB/draft),Bennett,,,,,,,,,,,,,,,
1195,682929,195,P,R,22,NYN,Matthew,Allan,,,,,,,,,,,,,,,
1196,683349,196,P,R,20,NYN,Calvin,Ziegler,,,,,,,,,,,,,,,
1197,,197,P,R,19,NYN,Joel,Diaz,,,,,,,,,,,,,,,
1198,,198,P,R,21,NYN,Blake(round/2/2022/MLB/draft),Tidwell,,,,,,,,,,,,,,,
1199,,199,P,R,30,NYN,Kodai,Senga,,,,,,,,,,,,,,,
1200,,200,P,R,26,NYN,Zach,Greene,,,,,,,,,,,,,,,
1201,690953,201,P,R,21,Phi,Mick,Abel,,,,,,,,,,,,,,,
1202,691725,202,P,R,20,Phi,Andrew,Painter,,,,,,,,,,,,,,,
1203,676046,203,P,R,23,Phi,Griff,McGarry,,,,,,,,,,,,,,,
1204,696143,204,P,L,20,Pit,Anthony,Solometo,,,,,,,,,,,,,,,
1205,696149,205,P,R,20,Pit,Bubba,Chandler,,,,,,,,,,,,,,,
1206,683003,206,P,R,21,Pit,Jared,Jones,,,,,,,,,,,,,,,
1207,,207,P,R,23,Pit,Mike,Burrows,,,,,,,,,,,,,,,
1208,,208,P,R,21,Pit,Thomas(round/1C/2022/MLB/draft),Harrington,,,,,,,,,,,,,,,
1209,,209,P,L,22,Pit,Hunter(out/until/7-23?),Barco,,,,,,,,,,,,,,,
1210,,210,P,L,25,Pit,Jose,Hernandez,,,,,,,,,,,,,,,
1211,700241,211,P,R,22,StL,Michael,McGreevy,,,,,,,,,,,,,,,
1212,700669,212,P,R,23,StL,Gordon,Graceffo,,,,,,,,,,,,,,,
1213,,213,P,L,24,StL,Connor,Thomas,,,,,,,,,,,,,,,
1214,,214,P,R,20,StL,Tink,Hence,,,,,,,,,,,,,,,
1215,687309,215,P,L,22,StL,Cooper(round/1/2022/MLB/draft),Hjerpe,,,,,,,,,,,,,,,
1216,,216,P,L,22,StL,Brycen(round/2/2022/MLB/draft),Mautz,,,,,,,,,,,,,,,
1217,,217,P,R,23,StL,Inohan,Paniagua,,,,,,,,,,,,,,,
1218,666130,218,P,L,24,SD,Jay,Groome,,,,,,,,,,,,,,,
1219,,219,P,L,24,SD,Noel,Vela,,,,,,,,,,,,,,,
1220,702266,220,P,R,19,SD,Dylan(round/1/2022/MLB/draft),Lesko,,,,,,,,,,,,,,,
1221,,221,P,L,19,SD,Robby(round/1C/2022/MLB/draft),Snelling,,,,,,,,,,,,,,,
1222,690986,222,P,L,21,SF,Kyle,Harrison,,,,,,,,,,,,,,,
1223,687218,223,P,R,23,SF,Will,Bednar,,,,,,,,,,,,,,,
1224,,224,P,R,23,SF,Mason,Black,,,,,,,,,,,,,,,
1225,686846,225,P,L,22,SF,Reggie(round/1/2022/MLB/draft),Crawford,,,,,,,,,,,,,,,
1226,,226,P,L,22,SF,Carson(round/2/2022/MLB/draft),Whisenhunt,,,,,,,,,,,,,,,
1227,669020,227,P,L,25,Col,Ryan,Rolison,,,,,,,,,,,,,,,
1228,677955,228,P,R,23,Col,Jaden,Hill,,,,,,,,,,,,,,,
1229,666207,229,P,R,25,Col,Riley,Pint,,,,,,,,,,,,,,,
1230,687312,230,P,R,21,Col,Gabriel(round/1/2022/MLB/draft),Hughes,,,,,,,,,,,,,,,
1231,,231,P,R,19,Col,Jackson(round/2/2022/MLB/draft),Cox,,,,,,,,,,,,,,,
1232,690978,232,P,L,21,Mia,Daxton,Fulton,,,,,,,,,,,,,,,
1233,671109,233,P,L,24,Mia,Jake,Eder,,,,,,,,,,,,,,,
1234,691587,234,P,R,20,Mia,Eury,Perez,,,,,,,,,,,,,,,
1235,,235,P,R,19,Mia,Jacob(round/2/2022/MLB/draft),Miller,,,,,,,,,,,,,,,
1236,677944,236,P,R,24,Ari,Slade,Cecconi,,,,,,,,,,,,,,,
1237,686786,237,P,L,21,Ari,Blake,Walston,,,,,,,,,,,,,,,
1238,694297,238,P,R,24,Ari,Brandon,Pfaadt,,,,,,,,,,,,,,,
1239,,239,P,R,22,Ari,Landon(round/1C/2022/MLB/draft),Sims,,,,,,,,,,,,,,,
1240,640444,240,SR,R,28,Pit,Wil,Crowe,,,,,,,,,,,,,,,
1241,643511,241,SR,R,32,SF,Tyler,Rogers,,,,,,,,,,,,,,,
1242,621345,242,SR,L,29,Atl,A.J.,Minter,,,,,,,,,,,,,,,
1243,543521,243,SR,R,35,Atl,Collin,McHugh,,,,,,,,,,,,,,,
1244,666808,244,SR,R,25,SF,Camilo,Doval,,,,,,,,,,,,,,,
1245,608718,245,SR,L,33,Col,Brent,Suter,,,,,,,,,,,,,,,
1246,640448,246,SR,R,31,Was,Kyle,Finnegan,,,,,,,,,,,,,,,
1247,493603,247,SR,R,37,NYN,Adam,Ottavino,,,,,,,,,,,,,,,
1248,607625,248,SR,R,33,SD,Seth,Lugo,,,,,,,,,,,,,,,
1249,606424,249,SR,L,30,Pit,Jarlin,Garcia,,,,,,,,,,,,,,,
1250,664854,250,SR,R,28,StL,Ryan,Helsley,,,,,,,,,,,,,,,
1251,571948,251,SR,L,32,Mil,Hoby,Milner,,,,,,,,,,,,,,,
1252,573124,252,SR,L,32,SF,Taylor,Rogers,,,,,,,,,,,,,,,
1253,502202,253,SR,R,34,ChN,Brad,Boxberger,,,,,,,,,,,,,,,
1254,592858,254,SR,R,30,ChN,Rowan,Wick,,,,,,,,,,,,,,,
1255,502085,255,SR,R,38,NYN,David,Robertson,,,,,,,,,,,,,,,
1256,664747,256,SR,R,26,Cin,Alexis,Diaz,,,,,,,,,,,,,,,
1257,608717,257,SR,R,32,StL,Chris,Stratton,,,,,,,,,,,,,,,
1258,623465,258,SR,R,28,LAD,Evan,Phillips,,,,,,,,,,,,,,,
1259,656945,259,SR,L,28,Mia,Tanner,Scott,,,,,,,,,,,,,,,
1260,628452,260,SR,R,33,Atl,Raisel,Iglesias,,,,,,,,,,,,,,,
1261,621242,261,SR,R,29,NYN,Edwin,Diaz,,,,,,,,,,,,,,,
1262,605218,262,SR,R,31,Was,Carl,Edwards,,,,,,,,,,,,,,,
1263,472610,263,SR,R,36,SD,Luis,Garcia(SD),,,,,,,,,,,,,,,
1264,641360,264,SR,R,27,LAD,Phil,Bickford,,,,,,,,,,,,,,,
1265,642207,265,SR,R,28,Mil,Devin,Williams,,,,,,,,,,,,,,,
1266,453268,266,SR,R,37,Col,Daniel,Bard,,,,,,,,,,,,,,,
1267,642397,267,SR,L,28,Phi,Gregory,Soto,,,,,,,,,,,,,,,
1268,518886,268,SR,R,34,Phi,Craig,Kimbrel,,,,,,,,,,,,,,,
1269,573009,269,SR,L,32,Ari,Joe,Mantiply,,,,,,,,,,,,,,,
1270,456713,270,SR,R,37,Mil,Matt,Bush,,,,,,,,,,,,,,,
1271,606149,271,SR,R,31,StL,Giovanny,Gallegos,,,,,,,,,,,,,,,
1272,642701,272,SR,R,27,Atl,Dennis,Santana,,,,,,,,,,,,,,,
1273,596112,273,SR,R,30,Pit,Robert,Stephenson,,,,,,,,,,,,,,,
1274,669270,274,SR,R,28,Cin,Joel,Kuhnel,,,,,,,,,,,,,,,
1275,676714,275,SR,L,27,ChN,Brandon,Hughes,,,,,,,,,,,,,,,
1276,476595,276,SR,L,36,Atl,Lucas,Luetge,,,,,,,,,,,,,,,
1277,621249,277,SR,R,28,Pit,Duane,Underwood,,,,,,,,,,,,,,,
1278,641729,278,SR,R,28,Atl,Joe,Jimenez,,,,,,,,,,,,,,,
1279,453343,279,SR,R,38,Ari,Mark,Melancon,,,,,,,,,,,,,,,
1280,621074,280,SR,R,29,ChN,Michael,Rucker,,,,,,,,,,,,,,,
1281,681911,281,SR,L,27,LAD,Alex,Vesia,,,,,,,,,,,,,,,
1282,571479,282,SR,R,31,Phi,Andrew,Bellatti,,,,,,,,,,,,,,,
1283,571670,283,SR,R,32,Mia,Dylan,Floro,,,,,,,,,,,,,,,
1284,548384,284,SR,L,34,NYN,Brooks,Raley,,,,,,,,,,,,,,,
1285,621051,285,SR,R,28,SD,Steven,Wilson,,,,,,,,,,,,,,,
1286,670280,286,SR,R,28,Pit,David,Bednar,,,,,,,,,,,,,,,
1287,595345,287,SR,L,31,Mia,Steven,Okert,,,,,,,,,,,,,,,
1288,621237,288,SR,L,27,Phi,Jose,Alvarado,,,,,,,,,,,,,,,
1289,622554,289,SR,R,28,Phi,Seranthony,Dominguez,,,,,,,,,,,,,,,
1290,542947,290,SR,L,36,Mia,Richard,Bleier,,,,,,,,,,,,,,,
1291,669276,291,SR,L,28,Atl,Dylan,Lee,,,,,,,,,,,,,,,
1292,623352,292,SR,L,29,SD,Josh,Hader,,,,,,,,,,,,,,,
1293,660813,293,SR,R,24,LAD,Brusdar,Graterol,,,,,,,,,,,,,,,
1294,657612,294,SR,L,33,SD,Tim,Hill,,,,,,,,,,,,,,,
1295,628708,295,SR,R,28,Phi,Yunior,Marte,,,,,,,,,,,,,,,
1296,663158,296,SR,R,32,SD,Robert,Suarez,,,,,,,,,,,,,,,
1297,656234,297,SR,R,27,Col,Jake,Bird,,,,,,,,,,,,,,,
1298,571656,298,SR,R,32,Cin,Buck,Farmer,,,,,,,,,,,,,,,
1299,622098,299,SR,R,29,NYN,Drew,Smith,,,,,,,,,,,,,,,
1300,621381,300,SR,L,31,Phi,Matt,Strahm,,,,,,,,,,,,,,,
1301,650893,301,SR,L,26,StL,Genesis,Cabrera,,,,,,,,,,,,,,,
1302,641401,302,SR,R,28,Phi,Connor,Brogdon,,,,,,,,,,,,,,,
1303,656458,303,SR,L,27,Col,Lucas,Gilbreath,,,,,,,,,,,,,,,
1304,664875,304,SR,R,28,Col,Justin,Lawrence,,,,,,,,,,,,,,,
1305,644364,305,SR,R,28,Was,Victor,Arano,,,,,,,,,,,,,,,
1306,489334,306,SR,R,39,SD,Craig,Stammen,,,,,,,,,,,,,,,
1307,607179,307,SR,R,30,Was,Jordan,Weems,,,,,,,,,,,,,,,
1308,640451,308,SR,R,28,Was,Hunter,Harvey,,,,,,,,,,,,,,,
1309,664294,309,SR,R,27,Pit,Dauri,Moreta,,,,,,,,,,,,,,,
1310,670990,310,SR,R,27,Pit,Yohan,Ramirez,,,,,,,,,,,,,,,
1311,664139,311,SR,R,29,Cin,Ian,Gibaut,,,,,,,,,,,,,,,
1312,622075,312,SR,R,28,LAD,Yency,Almonte,,,,,,,,,,,,,,,
1313,657265,313,SR,R,28,Mil,Peter,Strzelecki,,,,,,,,,,,,,,,
1314,642121,314,SR,R,33,Ari,Cole,Sulser,,,,,,,,,,,,,,,
1315,623211,315,SR,R,33,Mia,Huascar,Brazoban,,,,,,,,,,,,,,,
1316,656464,316,SR,R,29,Ari,Kevin,Ginkel,,,,,,,,,,,,,,,
1317,612434,317,SR,R,28,Ari,Miguel,Castro,,,,,,,,,,,,,,,
1318,664092,318,SR,R,29,SD,Sean,Poppen,,,,,,,,,,,,,,,
1319,670059,319,SR,R,27,Pit,Colin,Holderman,,,,,,,,,,,,,,,
1320,657272,320,SR,R,26,Phi,Erich,Uelmen,,,,,,,,,,,,,,,
1321,657240,321,SR,R,31,ChN,Julian,Merryweather,,,,,,,,,,,,,,,
1322,660787,322,SR,R,25,Pit,Yerry,DeLosSantos,,,,,,,,,,,,,,,
1323,666168,323,SR,R,25,Was,Mason,Thompson,,,,,,,,,,,,,,,
1324,543339,324,SR,R,36,LAD,Daniel,Hudson,,,,,,,,,,,,,,,
1325,641755,325,SR,R,32,Col,Tyler,Kinley,,,,,,,,,,,,,,,
1326,656257,326,SR,R,31,NYN,Jeff,Brigham,,,,,,,,,,,,,,,
1327,677865,327,SR,L,25,LAD,Justin,Bruihl,,,,,,,,,,,,,,,
1328,668665,328,SR,R,28,NYN,Stephen,Nogosek,,,,,,,,,,,,,,,
1329,572403,329,SR,R,32,StL,Drew,VerHagen,,,,,,,,,,,,,,,
1330,571882,330,SR,R,32,Cin,Derek,Law,,,,,,,,,,,,,,,
1331,663574,331,SR,R,26,Cin,Tony,Santillan,,,,,,,,,,,,,,,
1332,642770,332,SR,R,27,Mil,JavyA.,Guerra(Mil),,,,,,,,,,,,,,,
1333,665625,333,SR,R,26,Mil,Elvis,Peguero,,,,,,,,,,,,,,,
1334,677053,334,SR,L,24,Mia,Andrew,Nardi,,,,,,,,,,,,,,,
1335,572955,335,SR,R,31,Col,Pierce,Johnson,,,,,,,,,,,,,,,
1336,655889,336,SR,R,26,ChN,Manuel,Rodriguez,,,,,,,,,,,,,,,
1337,664776,337,SR,R,28,Mil,Jake,Cousins,,,,,,,,,,,,,,,
1338,656322,338,SR,R,30,Phi,Sam,Coonrod,,,,,,,,,,,,,,,
1339,607755,339,SR,L,29,Phi,Andrew,Vasquez,,,,,,,,,,,,,,,
1340,681799,340,SR,R,25,ChN,Ethan(out/until/9-23?),Roberts,,,,,,,,,,,,,,,
1341,489446,341,SR,R,36,Atl,Kirby,Yates,,,,,,,,,,,,,,,
1342,668970,342,SR,R,25,Col,Gavin,Hollowell,,,,,,,,,,,,,,,
1343,608371,343,SR,R,28,Cin,Lucas,Sims,,,,,,,,,,,,,,,
1344,669093,344,SR,R,24,ChN,Jeremiah,Estrada,,,,,,,,,,,,,,,
1345,686972,345,SR,R,24,SF,Cole,Waites,,,,,,,,,,,,,,,
1346,678061,346,SR,L,28,SD,Ray,Kerr,,,,,,,,,,,,,,,
1347,656755,347,SR,R,26,NYN,Bryce,MontesdeOca,,,,,,,,,,,,,,,
1348,642048,348,SR,L,29,NYN,Tayler,Saucedo,,,,,,,,,,,,,,,
1349,683232,349,SR,R,26,Col,Nick,Mears,,,,,,,,,,,,,,,
1350,620454,350,SR,L,27,SD,Jose,Castillo,,,,,,,,,,,,,,,
1351,519141,351,SR,L,34,SD,Drew,Pomeranz,,,,,,,,,,,,,,,
1352,623433,352,SR,R,32,Atl,Nick,Anderson,,,,,,,,,,,,,,,
1353,595928,353,SR,R,29,NYN,John,Curtiss,,,,,,,,,,,,,,,
1354,622088,354,SR,R,29,Cin,Tejay,Antone,,,,,,,,,,,,,,,
1355,624647,355,SR,L,27,LAD,Victor,Gonzalez,,,,,,,,,,,,,,,
1356,676220,356,SR,R,26,Atl,Seth,Elledge,,,,,,,,,,,,,,,
1357,,357,SR,R,33,Ari,Scott,McGough,,,,,,,,,,,,,,,
1358,670050,358,SR,R,27,NYN,Stephen,Ridings,,,,,,,,,,,,,,,
1359,,359,SR,R,33,StL,Wilking,Rodriguez,,,,,,,,,,,,,,,
1360,669091,360,SR,L,25,Was,Matt,Cronin,,,,,,,,,,,,,,,
1361,,361,SR,L,24,SD,Jose,Lopez,,,,,,,,,,,,,,,
1362,,362,SR,R,26,Mia,Nic,Enright,,,,,,,,,,,,,,,
1363,669221,363,C,R,28,Atl,Sean,Murphy,,,,,,0.41,0.16,0.41,0.16,0,-5,-6,-1,12,14
1364,669257,364,C,R,28,LAD,WillD.,Smith(LAD),,,,,,0.53,0.15,0.53,0.15,-3,-4,-3,7,11,8
1365,592663,365,C,R,32,Phi,J.T.,Realmuto,,,,,,0.36,0.17,0.36,0.17,1,-3,0,-2,7,0
1366,575929,366,C,R,30,StL,Willson,Contreras,,,,,,0.42,0.16,0.42,0.17,-4,-5,-18,10,11,43
1367,660688,367,C,B,24,Was,Keibert,Ruiz,,,,,,0.5,0.19,0.51,0.2,-6,-4,2,15,11,-4
1368,518595,368,C,R,34,Atl,Travis,D'Arnaud,,,,,,0.48,0.14,0.49,0.14,-8,-11,-14,21,29,37
1369,543592,369,C,R,33,SD,Austin,Nola,,,,,,0.54,0.12,0.55,0.12,-11,-10,-17,22,20,35
1370,607732,370,C,R,33,Mia,Jacob,Stallings,,,,,,0.5,0.15,0.51,0.15,2,-1,-3,-4,2,8
1371,553869,371,C,R,32,Col,Elias,Diaz,,,,,,0.44,0.18,0.44,0.18,-7,-8,-12,14,17,24
1372,661388,372,C,R,25,Mil,William,Contreras,,,,,,0.47,0.17,0.48,0.17,-8,-11,-14,19,27,34
1373,608348,373,C,R,28,Ari,Carson,Kelly,,,,,,0.49,0.15,0.49,0.15,-7,-9,-23,14,18,47
1374,595978,374,C,R,30,Pit,Austin,Hedges,,,,,,0.45,0.16,0.46,0.16,-3,-7,-12,7,17,29
1375,605170,375,C,B,29,Mil,Victor,Caratini,,,,,,0.52,0.15,0.52,0.15,-5,1,-1,11,-2,3
1376,571466,376,C,L,32,ChN,Tucker,Barnhart,,,,,,0.51,0.18,0.52,0.18,2,4,10,-7,-14,-34
1377,621512,377,C,R,29,NYN,Tomas,Nido,,,,,,0.47,0.19,0.48,0.2,-4,-7,-10,9,15,22
1378,553882,378,C,L,31,NYN,Omar,Narvaez,,,,,,0.54,0.16,0.54,0.16,7,9,18,-27,-32,-66
1379,668800,379,C,R,28,StL,Andrew,Knizner,,,,,,0.38,0.12,0.39,0.12,3,2,-4,-8,-5,10
1380,663698,380,C,R,26,SF,Joey,Bart,,,,,,0.53,0.16,0.53,0.16,-1,-3,-12,3,6,27
1381,543228,381,C,R,35,ChN,Yan,Gomes,,,,,,0.52,0.21,0.53,0.21,-8,-8,-23,19,17,50
1382,663743,382,C,R,26,Mia,Nick,Fortes,,,,,,0.51,0.18,0.52,0.18,-2,-4,-6,4,9,14
1383,605131,383,C,R,33,LAD,Austin,Barnes,,,,,,0.52,0.17,0.53,0.17,-1,-3,-8,2,7,18
1384,571912,384,C,R,32,Cin,Luke,Maile,,,,,,0.53,0.19,0.53,0.19,-8,-9,-14,19,21,33
1385,661531,385,C,R,27,Col,Brian,Serven,,,,,,0.56,0.17,0.57,0.17,-5,-7,-11,11,17,25
1386,663886,386,C,R,26,Cin,Tyler,Stephenson,,,,,,0.54,0.16,0.54,0.17,-5,-7,-9,10,15,20
1387,592200,387,C,R,34,Cin,Curt,Casali,,,,,,0.43,0.12,0.44,0.12,1,-3,-10,-2,6,23
1388,656180,388,C,R,26,Was,Riley,Adams,,,,,,0.59,0.16,0.6,0.16,1,1,-2,-3,-2,5
1389,596117,389,C,L,29,Phi,Garrett,Stubbs,,,,,,0.48,0.18,0.48,0.18,3,4,8,-8,-11,-25
1390,645444,390,C,B,26,Ari,Jose,Herrera,,,,,,0.48,0.19,0.48,0.2,-9,-6,-9,23,15,24
1391,672515,391,C,R,23,Ari,Gabriel,Moreno,,,,,,0.5,0.18,0.51,0.19,-4,-7,-9,9,15,21
1392,669134,392,C,R,24,SD,Luis,Campusano,,,,,,0.51,0.15,0.51,0.15,-5,-7,-11,11,16,25
1393,668721,393,C,R,25,Mil,Payton,Henry,,,,,,0.49,0.17,0.5,0.17,-3,-6,-9,8,13,21
1394,671056,394,C,R,22,StL,Ivan,Herrera,,,,,,0.48,0.16,0.49,0.16,-3,-6,-11,8,13,24
1395,672832,395,C,R,23,Was,Israel,Pineda,,,,,,0.49,0.16,0.5,0.17,-4,-6,-11,9,14,25
1396,682626,396,C,R,21,NYN,Francisco,Alvarez,,,,,,0.49,0.16,0.5,0.16,-3,-5,-9,7,11,20
1397,644433,397,C,R,28,Atl,Chadwick,Tromp,,,,,,0.51,0.16,0.51,0.16,-5,-7,-12,12,17,28
1398,665561,398,C,B,24,Phi,Rafael,Marchan,,,,,,0.47,0.17,0.48,0.17,-9,-5,-10,21,12,24
1399,691620,399,C,R,20,Mil,Jeferson,Quero,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1400,665804,400,C,R,24,ChN,Miguel,Amaya,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1401,,401,C,R,22,Cin,Logan(round/2/2022/MLB/draft),Tanner,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1402,682616,402,C,R,21,LAD,Diego,Cartaya,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1403,,403,C,L,22,LAD,Dalton(round/2/2022/MLB/draft),Rushing,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1404,691006,404,C,R,21,NYN,Kevin(round/1/2022/MLB/draft),Parada,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1405,694189,405,C,L,19,Phi,Rickardo,Perez,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1406,680779,406,C,R,23,Pit,Henry,Davis,,,,,,0.49,0.16,0.5,0.16,-4,-6,-11,8,14,24
1407,682848,407,C,B,22,Pit,Endy,Rodriguez,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
1408,672275,408,C,B,23,SF,Patrick,Bailey,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
1409,,409,C,L,25,SF,Blake,Sabol,,,,,,0.49,0.16,0.5,0.16,4,6,16,-14,-20,-48
1410,691011,410,C,B,21,Col,Drew,Romo,,,,,,0.49,0.16,0.5,0.16,-8,-4,-7,18,11,16
