Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Aaron Judge","NYY",152,658,556,156,84,25,0,47,108,123,93,10,172,5,4,0,,9,2,0.279926,0.141524,0.261275,0.541667,0.385692,0.578269,0.406718,0.963961,0.298343,3.48017,0.318318,0,0.317513,125.931,50.6912,170.864,0.317513,10.5957,52.78880763053894,4.045675754547119,8.16786,3.119999885559082,,,,"15640"
"Mike Trout","LAA",152,658,552,150,71,31,3,45,109,98,91,13,174,11,4,0,,4,0,0.272494,0.137931,0.265086,0.520325,0.383621,0.586118,0.406801,0.969739,0.313625,4.40405,0.312236,0,0.187592,125.974,50.7344,168.304,0.187592,-1.911,50.76331026852131,-0.16099989414215088,7.51351,19.40999984741211,,,,"10155"
"Trea Turner","PHI",156,672,616,186,121,36,4,25,104,89,47,1,121,4,4,0,,27,4,0.301003,0.0705521,0.179448,0.393162,0.352761,0.493311,0.364931,0.846072,0.192308,6.42987,0.338395,0,3.01389,106.302,29.4611,135.396,3.01389,4.32185,30.64973211288452,11.271849155426025,6.77554,2.5,,,,"16252"
"Juan Soto","SDP",149,644,502,137,83,23,2,28,104,81,136,12,99,3,3,0,,9,3,0.272374,0.210926,0.153263,1.37624,0.427921,0.496109,0.399265,0.92403,0.223735,3.99903,0.286822,0,-0.275035,119.439,45.7996,164.075,-0.275035,-1.64025,47.66756871342659,-9.640249967575073,6.26774,10.699999809265137,,,,"20123"
"Alex Bregman","HOU",154,665,556,152,89,37,1,25,96,102,92,2,80,10,8,0,,2,1,0.272904,0.138436,0.120521,1.14865,0.381107,0.477583,0.372992,0.85869,0.204678,2.89002,0.276596,0,-0.776967,109.453,33.4129,146.851,-0.776967,2.22807,34.28288984298706,4.203070282936096,6.26475,79.87999725341797,,,,"17678"
"Yordan Alvarez","HOU",136,588,506,150,76,34,2,38,97,115,73,8,123,6,4,0,,1,1,0.296015,0.12398,0.208809,0.59375,0.388254,0.597723,0.415231,0.985977,0.301708,2.73727,0.319559,0,-0.79659,116.511,49.275,176.671,-0.79659,0,49.93463748693466,-9.399999618530273,6.22235,14.65999984741211,,,,"19556"
"Nolan Arenado","STL",156,672,605,165,97,39,1,28,75,103,56,4,82,7,4,0,,4,2,0.273234,0.083612,0.122074,0.684932,0.339465,0.481413,0.352808,0.820878,0.208178,2.59461,0.274775,0,-0.635537,99.8298,22.989,132.007,-0.635537,9.86717,24.35403710603714,11.667169451713562,6.15602,34.58000183105469,,,,"9777"
"Francisco Lindor","NYM",156,672,597,152,96,27,3,26,93,92,60,4,118,7,5,2,,13,5,0.254766,0.0893683,0.175655,0.508772,0.327666,0.440208,0.332557,0.767874,0.185442,5.04139,0.275395,0,-0.0241434,89.0189,12.1781,120.62,-0.0241434,11.8742,16.07525809854269,19.074162483215332,6.06448,34.13999938964844,,,,"12916"
"José Ramírez","CLE",151,651,570,155,82,39,4,31,95,110,68,13,84,6,6,0,,20,5,0.272401,0.105181,0.128728,0.817073,0.353218,0.516129,0.366543,0.869347,0.243728,5.7556,0.269911,0,1.46616,103.814,29.3744,141.559,1.46616,3.60423,31.910778641700745,4.3292282819747925,5.98211,3.7300000190734863,,,,"13510"
"Julio Rodríguez","SEA",149,644,584,158,97,26,3,31,97,99,50,4,160,9,1,0,,30,8,0.270169,0.0782313,0.248299,0.315069,0.336735,0.484053,0.353505,0.820787,0.213884,6.43444,0.322222,0,2.23912,96.0273,22.3882,137.312,2.23912,4.1817,29.27906107902527,6.4816977977752686,5.90838,4.179999828338623,,,,"23697"
"Mookie Betts","LAD",151,651,569,153,86,34,3,31,117,94,70,2,103,7,5,0,,13,3,0.269517,0.107143,0.157468,0.680412,0.353896,0.501859,0.368033,0.855755,0.232342,5.73022,0.278177,0,0.612237,104.584,30.1449,140.64,0.612237,8.6112,31.35099083185196,2.636200428009033,5.86827,10.680000305175781,,,,"13611"
"Carlos Correa","MIN",144,623,548,152,96,29,1,25,81,83,65,2,123,4,5,0,,0,1,0.276392,0.10473,0.197635,0.529914,0.35473,0.472169,0.358113,0.826899,0.195777,1.98379,0.311688,0,-1.09313,95.1764,23.9385,137.169,-1.09313,6.61986,24.964271187782288,11.044856071472168,5.86423,128.5399932861328,,,,"14162"
"Austin Riley","ATL",156,672,598,165,92,34,2,37,94,110,56,2,163,13,5,0,,1,1,0.275618,0.0833333,0.242138,0.344156,0.347484,0.524735,0.373428,0.872219,0.249117,2.71021,0.316754,0,-0.864346,110.838,33.9976,140.21,-0.864346,-1.73937,30.530084133148193,0.6606316566467285,5.64883,21.030000686645508,,,,"18360"
"Ronald Acuña Jr.","ATL",147,637,548,150,89,28,1,32,108,87,75,4,149,11,3,0,,31,10,0.274194,0.117851,0.233969,0.503704,0.370884,0.504032,0.377138,0.874916,0.229839,5.65019,0.319403,0,1.52772,106.943,34.1041,142.747,1.52772,5.1413,33.16426086425781,-1.08369779586792,5.61862,1.9500000476837158,,,,"18401"
"Marcus Semien","TEX",156,672,604,160,94,33,4,28,100,79,61,0,116,3,4,0,,16,5,0.264182,0.090379,0.172012,0.525424,0.332361,0.473258,0.348537,0.805619,0.209076,5.60446,0.2827,0,0.536532,97.5497,20.7088,128.956,0.536532,6.54821,22.43268984556198,9.498210668563843,5.5999,32.880001068115234,,,,"12533"
"Matt Chapman","TOR",154,665,574,135,73,28,2,32,92,92,76,0,185,9,6,0,,2,2,0.235849,0.114007,0.278502,0.409357,0.330619,0.462264,0.344223,0.792883,0.226415,3.33942,0.283582,0,-1.07713,94.2547,18.2143,126.607,-1.07713,10.2256,18.833432912826538,12.600569725036621,5.52432,155.41000366210938,,,,"16505"
"Byron Buxton","MIN",130,560,506,130,58,34,3,35,99,82,42,0,154,10,3,0,,11,2,0.256329,0.0742857,0.274286,0.270833,0.322857,0.544304,0.3695,0.867161,0.287975,6.46976,0.295,0,1.15418,90.6177,26.5837,145.208,1.15418,7.38,29.642452120780945,3.3799996376037598,5.33996,97.69000244140625,,,,"14161"
"Kyle Tucker","HOU",152,658,588,159,88,35,3,32,92,121,63,4,113,2,4,0,,24,3,0.269581,0.0960912,0.17101,0.561905,0.340391,0.504554,0.361295,0.844945,0.234973,5.75354,0.282297,0,2.82182,102.187,26.9467,138.593,2.82182,4.06386,31.398192167282104,-3.0861449241638184,5.17311,6.050000190734863,,,,"18345"
"Dansby Swanson","CHC",154,665,601,156,99,31,2,24,91,86,54,1,162,5,5,0,,12,4,0.25945,0.0807453,0.243789,0.33121,0.322981,0.436426,0.33014,0.759407,0.176976,4.79268,0.314496,0,0.18808,86.8144,10.774,113.402,0.18808,9.1125,10.542825937271118,16.237500190734863,5.16103,84.16000366210938,,,,"18314"
"Wander Franco","TBR",144,623,568,159,99,34,9,17,88,80,47,1,67,3,4,0,,11,3,0.280303,0.0760369,0.108295,0.702128,0.336406,0.462121,0.344604,0.798527,0.181818,6.18908,0.291176,0,0.544501,88.4902,17.2524,131.286,0.544501,0.676311,22.478153824806213,6.6013103723526,5.13664,86.36000061035156,,,,"23667"
"Adley Rutschman","BAL",138,555,474,124,66,39,1,18,82,62,70,0,92,7,4,0,,4,1,0.261506,0.126786,0.166071,0.763441,0.3625,0.460251,0.359384,0.822751,0.198745,3.78509,0.28841,0,-0.195725,85.41,21.902,136.908,-0.195725,3.3264,22.871377110481262,8.251399993896484,5.12512,71.69000244140625,,,,"26288"
"Rafael Devers","BOS",156,672,608,176,98,43,2,34,105,114,55,9,127,6,3,0,,4,3,0.290268,0.0819423,0.189681,0.432,0.353566,0.533557,0.3765,0.887123,0.243289,3.63493,0.31746,0,-1.01971,112.478,35.6376,143.104,-1.01971,-3.01256,31.575496554374695,-4.2125563621521,5.12028,20.299999237060547,,,,"17350"
"Manny Machado","SDP",156,672,597,159,98,30,1,30,93,101,66,9,127,2,6,0,,9,2,0.265597,0.0982567,0.18859,0.521008,0.337559,0.468806,0.344921,0.806365,0.203209,4.01265,0.288095,0,0.205601,95.6193,18.7785,126.916,0.205601,2.32562,21.220233917236328,4.125624299049377,5.03514,14.079999923706055,,,,"11493"
"Freddie Freeman","LAD",156,672,584,171,108,34,2,28,108,110,79,12,104,6,3,0,,9,2,0.293497,0.117557,0.154198,0.762376,0.381679,0.500879,0.377402,0.882558,0.207381,4.54192,0.315315,0,0.284356,112.96,36.1189,147.047,0.284356,0.313128,37.01631247997284,-11.686872482299805,5.03342,13.779999732971191,,,,"5361"
"Will Smith","LAD",136,547,469,121,68,24,2,26,72,84,59,4,101,12,7,0,,2,1,0.257511,0.108456,0.183824,0.59,0.351103,0.484979,0.359214,0.836082,0.227468,3.32796,0.270893,0,-0.559226,84.0749,21.5045,134.61,-0.559226,2.1216,21.44446289539337,7.821599721908569,5.00588,61.40999984741211,,,,"19197"
"Brandon Nimmo","NYM",138,595,509,138,94,25,5,13,83,60,70,0,107,11,1,3,,4,3,0.270325,0.118261,0.17913,0.660194,0.370629,0.418699,0.350359,0.789329,0.148374,4.60936,0.318302,0,-1.13328,87.2337,19.1976,132.793,-1.13328,3.72722,21.536296606063843,5.85221791267395,4.9776,183.67999267578125,,,,"12927"
"Andrés Giménez","CLE",144,623,555,148,100,28,3,16,72,79,37,3,128,24,3,4,,22,5,0.266019,0.0588235,0.205882,0.285714,0.336237,0.415534,0.329381,0.751771,0.149515,5.64838,0.317708,0,1.51955,80.9557,9.7179,115.323,1.51955,12.1264,12.26162302494049,14.701397895812988,4.91442,82.01000213623047,,,,"19950"
"Corey Seager","TEX",143,616,548,148,89,32,2,25,87,81,57,5,99,6,4,0,,2,1,0.269962,0.0930626,0.160745,0.578947,0.343486,0.473384,0.351403,0.81687,0.203422,3.2831,0.287105,0,-0.605358,90.8234,20.386,130.979,-0.605358,0.281739,20.86901468038559,4.881739050149918,4.76373,56.150001525878906,,,,"13624"
"George Springer","TOR",138,595,522,137,80,24,3,30,91,89,60,1,114,8,5,0,,10,2,0.262009,0.101533,0.191571,0.53,0.344828,0.491266,0.360639,0.836094,0.229258,5.38568,0.279762,0,0.537665,92.0927,24.0566,138.196,0.537665,5.55429,26.11197316646576,0.17928552627563477,4.75026,78.77999877929688,,,,"12856"
"Paul Goldschmidt","STL",156,672,587,161,98,34,1,28,96,103,76,1,148,4,4,0,,7,1,0.275093,0.113636,0.220779,0.514706,0.36039,0.481413,0.365089,0.841802,0.20632,3.84044,0.321053,0,0.1398,106.387,29.5457,140.405,0.1398,3.08359,31.68608209490776,-9.116413593292236,4.74365,24.530000686645508,,,,"9218"
"Matt Olson","ATL",156,672,580,150,77,36,0,37,90,113,79,8,147,8,5,0,,1,1,0.258865,0.117737,0.218654,0.538462,0.353211,0.512411,0.368913,0.865622,0.253546,1.73967,0.282051,0,-0.849063,108.428,31.5869,137.123,-0.849063,6.34358,28.134663820266724,-5.656421184539795,4.73406,45.45000076293945,,,,"14344"
"Michael Harris II","ATL",141,609,564,155,94,35,4,22,89,92,34,1,141,8,2,1,,24,4,0.274476,0.0566343,0.231392,0.244755,0.324149,0.466783,0.341798,0.790932,0.192308,6.6294,0.330073,0,2.60572,85.1441,15.5071,118.582,2.60572,6.58338,15.753682613372803,8.758381605148315,4.72504,30.81999969482422,,,,"25931"
"Willy Adames","MIL",144,623,563,142,80,32,1,30,85,92,57,2,163,1,2,0,,6,3,0.252269,0.0918033,0.262295,0.35,0.321311,0.470054,0.341526,0.791366,0.217786,3.64136,0.302198,0,-0.553589,86.967,15.7292,120.363,-0.553589,2.90295,14.186042189598083,9.577953100204468,4.69596,92.37999725341797,,,,"15986"
"Bo Bichette","TOR",152,658,611,171,108,37,1,26,96,99,41,0,137,3,3,0,,16,6,0.279935,0.0630631,0.208709,0.302158,0.327327,0.469256,0.344708,0.796583,0.18932,4.58266,0.322368,0,0.177347,93.5161,18.2762,126.949,0.177347,-4.30792,20.131963551044464,2.7420787811279297,4.60214,12.989999771118164,,,,"19612"
"J.T. Realmuto","PHI",138,550,494,128,78,26,3,20,72,76,42,2,122,10,4,0,,14,1,0.258656,0.0767825,0.221207,0.347107,0.327239,0.446029,0.335293,0.773268,0.187373,5.9823,0.30226,0,1.88329,74.0531,11.1626,115.131,1.88329,5.7096,11.551977276802063,13.484600067138672,4.57169,27.110000610351562,,,,"11739"
"Fernando Tatis Jr.","SDP",123,532,469,125,62,22,2,38,94,90,54,4,144,5,4,0,,24,5,0.266491,0.102326,0.269767,0.37931,0.346512,0.569921,0.387478,0.916432,0.30343,6.63326,0.297872,0,2.24933,93.6851,32.8528,156.015,2.24933,-5.08032,36.872435331344604,-11.280320167541504,4.56643,18,,,,"19709"
"Xander Bogaerts","SDP",149,644,566,152,101,31,0,20,88,77,65,2,123,6,6,0,,6,1,0.268739,0.101286,0.191318,0.529412,0.347267,0.427788,0.338975,0.775055,0.159049,3.47438,0.308434,0,0.124112,88.5932,14.954,122.85,0.124112,-2.09712,17.221111983060837,4.302876949310303,4.53495,90.44999694824219,,,,"12161"
"Luis Robert Jr.","CHW",138,595,554,151,96,28,3,24,86,91,31,1,130,8,3,0,,17,5,0.272947,0.0516854,0.217978,0.237113,0.319101,0.463768,0.338064,0.782869,0.190821,5.75257,0.315615,0,0.798735,81.4221,13.3859,121.045,0.798735,6.98158,14.889369189739227,8.706576943397522,4.46726,48.20000076293945,,,,"20043"
"Pete Alonso","NYM",154,665,579,151,83,28,1,39,88,115,67,10,133,14,5,0,,3,1,0.261101,0.100464,0.199382,0.503876,0.349304,0.515098,0.367273,0.864402,0.253996,2.88981,0.27182,0,-0.429672,106.432,30.3918,144.358,-0.429672,-1.96105,33.842579156160355,-13.98605227470398,4.43406,19.239999771118164,,,,"19251"
"Sean Murphy","ATL",141,569,499,125,69,31,1,24,71,87,53,1,133,13,4,0,,1,1,0.25,0.0939457,0.23382,0.401786,0.336117,0.459524,0.345879,0.795641,0.209524,2.53273,0.292096,0,-0.790379,81.4538,16.3449,121.373,-0.790379,3.96,13.348856210708618,8.53499984741211,4.3092,121.19000244140625,,,,"19352"
"Tommy Edman","STL",144,623,572,150,101,31,5,13,90,64,40,1,101,7,3,1,,26,3,0.261618,0.0647709,0.162717,0.398058,0.316456,0.399312,0.313275,0.715767,0.137694,7.19389,0.297009,0,3.33408,72.9844,1.74659,104.975,3.33408,6.63987,6.935351848602295,12.964868545532227,4.29027,73.8499984741211,,,,"19470"
"Gunnar Henderson","BAL",136,588,505,130,79,24,5,22,91,82,71,1,150,7,5,0,,13,3,0.258528,0.120185,0.255778,0.46988,0.354391,0.45781,0.353528,0.812201,0.199282,6.42948,0.321716,0,0.812273,87.6875,20.4518,132.773,0.812273,-4.74489,22.497500896453857,-0.894895076751709,4.23456,88.91999816894531,,,,"26289"
"Harrison Bader","NYY",118,511,461,115,74,22,3,17,67,65,39,3,119,9,3,0,,17,4,0.25,0.0759494,0.232911,0.326087,0.318987,0.418539,0.321348,0.737527,0.168539,5.83936,0.300395,0,1.32946,63.1409,4.70983,110.595,1.32946,14.149,7.421688914299011,15.973963975906372,4.16532,201.82000732421875,,,,"18030"
"Brandon Lowe","TBR",130,560,494,122,64,26,2,29,78,86,55,1,143,8,2,0,,5,1,0.246341,0.0989247,0.255914,0.386555,0.331183,0.485366,0.352505,0.816549,0.239024,4.29453,0.286245,0,-0.0382765,83.0568,19.0228,136.864,-0.0382765,-1.1495,23.192449755966663,-1.8494956493377686,4.11366,165.22999572753906,,,,"18882"
"Anthony Rendon","LAA",131,567,484,131,80,32,2,18,70,80,70,3,92,8,5,0,,3,2,0.269737,0.123596,0.162921,0.758621,0.367978,0.450658,0.356903,0.818635,0.180921,3.19863,0.298319,0,-0.634961,86.0763,21.2418,133.078,-0.634961,-0.450439,20.47008603811264,0.5745609402656555,4.10574,227.72000122070312,,,,"12861"
"Cedric Mullins","BAL",147,637,576,150,99,29,4,19,85,70,47,2,118,7,5,2,,28,8,0.260794,0.0734375,0.185937,0.394958,0.321317,0.423143,0.32373,0.74446,0.162349,6.29187,0.295964,0,1.78913,79.9156,7.07687,111.737,1.78913,6.30414,10.202253103256226,8.579144954681396,4.1022,49.56999969482422,,,,"17929"
"Vladimir Guerrero Jr.","TOR",147,637,567,161,97,29,1,33,91,103,63,5,100,5,2,0,,6,2,0.283505,0.0993884,0.157492,0.631068,0.359327,0.513746,0.374737,0.873073,0.230241,3.25823,0.293065,0,-0.270099,105.728,32.8893,148.149,-0.270099,-3.78568,34.24406835436821,-16.010684728622437,4.04466,11.140000343322754,,,,"19611"
"Daulton Varsho","TOR",133,573,519,132,71,26,3,32,88,98,44,1,131,6,3,1,,13,4,0.254658,0.076779,0.228464,0.336066,0.318949,0.503106,0.35234,0.822055,0.248447,5.73102,0.278443,0,0.373359,84.969,19.4028,132.337,0.373359,2.48478,21.23875132203102,-1.4652228355407715,3.99368,39.529998779296875,,,,"19918"
"Jose Miranda","MIN",131,567,520,149,101,30,0,18,68,84,34,1,93,10,3,0,,2,2,0.286239,0.0606061,0.1633,0.371134,0.340067,0.447706,0.34312,0.787774,0.161468,2.12659,0.31713,0,-0.973026,79.8677,15.0332,126.584,-0.973026,4.52647,15.988632440567017,3.90147066116333,3.98452,169.16000366210938,,,,"20538"
"Enrique Hernández","BOS",130,560,497,125,75,34,2,14,73,69,49,1,110,7,6,0,,1,1,0.251816,0.088172,0.195699,0.450549,0.324731,0.416465,0.3234,0.741196,0.164649,3.41436,0.292063,0,-0.775811,70.1088,6.07475,105.617,-0.775811,12.0662,2.763591468334198,16.866207599639893,3.93378,358.7799987792969,,,,"10472"
"Jazz Chisholm Jr.","MIA",131,567,514,129,77,22,5,25,85,77,43,0,151,5,4,1,,26,10,0.251256,0.0751708,0.266515,0.282051,0.312785,0.457286,0.333011,0.770072,0.20603,7.01193,0.30566,0,0.543844,75.3142,10.4798,117.335,0.543844,4.79312,11.963294506072998,5.618119537830353,3.84898,40.029998779296875,,,,"20454"
"Corbin Carroll","ARI",139,602,528,134,84,24,9,17,78,86,59,2,168,12,2,0,,21,5,0.253438,0.0982759,0.27931,0.351852,0.341379,0.428291,0.33684,0.76967,0.174853,7.16863,0.339339,0,1.45468,81.7943,12.9577,115.846,1.45468,6.80647,12.53792941570282,3.4564738273620605,3.80599,57.810001373291016,,,,"25878"
"Luis Arraez","MIA",138,595,535,166,130,27,4,6,81,50,53,2,45,2,5,0,,3,3,0.311069,0.0891938,0.0754717,1.18182,0.372213,0.410305,0.343825,0.782518,0.0992366,3.77213,0.327766,0,-1.35986,84.1451,16.109,124.729,-1.35986,1.71127,15.735146641731262,0.3362675905227661,3.78935,221.49000549316406,,,,"18568"
"Jeff McNeil","NYM",141,609,549,158,111,35,1,11,72,67,42,1,71,15,3,0,,3,1,0.28866,0.0687732,0.1171,0.587302,0.35316,0.418557,0.339296,0.771717,0.129897,3.27912,0.313253,0,-0.459155,83.9338,14.2968,125.228,-0.459155,-2.31175,17.391362339258194,-1.8367519080638885,3.78454,196.38999938964844,,,,"15362"
"Tyler O'Neill","STL",130,560,500,124,74,22,1,27,82,87,46,0,159,9,5,0,,15,4,0.24878,0.0827887,0.283224,0.292308,0.320261,0.458537,0.337736,0.778798,0.209756,5.16007,0.305344,0,0.93909,76.4862,12.4522,121.701,0.93909,2.50839,15.058394432067871,1.6083873510360718,3.72822,100.30999755859375,,,,"15711"
"Bryan Reynolds","PIT",154,665,586,160,100,30,5,24,87,72,66,5,142,10,3,0,,5,3,0.272232,0.0992,0.2128,0.466165,0.3536,0.466425,0.354526,0.820025,0.194192,4.2915,0.319095,0,-0.908435,99.698,23.6576,129.217,-0.908435,-5.30976,21.665373861789703,-8.634763479232788,3.71736,92.2699966430664,,,,"19326"
"Ozzie Albies","ATL",138,595,546,148,88,33,4,23,88,84,40,2,104,3,5,0,,11,5,0.270321,0.0677083,0.175347,0.386139,0.321181,0.470699,0.339945,0.79188,0.200378,5.42341,0.294404,0,-0.313288,82.3107,14.2746,117.315,-0.313288,1.43242,11.656443536281586,3.3574209213256836,3.67831,58.04999923706055,,,,"16556"
"Randy Arozarena","TBR",149,644,572,150,91,35,3,21,84,88,53,3,159,16,3,0,,26,12,0.261993,0.0819672,0.247541,0.331126,0.339344,0.444649,0.341117,0.783994,0.182657,5.89552,0.326203,0,0.0194664,89.6892,16.0501,128.825,0.0194664,1.25659,20.908641858026385,-6.643404960632324,3.65143,37.15999984741211,,,,"19290"
"Shohei Ohtani","LAA",146,630,548,143,74,26,6,36,89,89,75,13,160,4,3,0,,15,7,0.260148,0.11878,0.253612,0.468354,0.351525,0.52952,0.37117,0.881045,0.269373,5.66692,0.299145,0,-0.3554,102.781,30.7426,143.15,-0.3554,0,30.23520639538765,-15.75,3.62771,8.720000267028809,,,,"19755"
"Ketel Marte","ARI",138,595,533,151,90,40,3,18,79,65,53,3,100,6,3,0,,6,1,0.282744,0.0893855,0.167598,0.533333,0.351955,0.469854,0.354973,0.82181,0.18711,4.57426,0.31746,0,0.0671461,89.4146,21.3785,128.245,0.0671461,-5.41055,19.592942960560322,-5.285546779632568,3.60413,202.50999450683594,,,,"13613"
"Max Muncy","LAD",134,581,482,107,57,22,1,27,82,78,86,2,141,8,4,0,,2,1,0.221983,0.148479,0.243292,0.610294,0.347048,0.439655,0.34493,0.786703,0.217672,2.98983,0.251634,0,-0.616554,82.6753,16.24,124.843,-0.616554,-2.1528,16.153422117233276,-1.3777998685836792,3.60384,133.25999450683594,,,,"13301"
"Javier Báez","DET",141,609,570,140,87,28,3,22,76,76,28,1,169,8,3,0,,11,3,0.246183,0.0464286,0.276786,0.167742,0.289286,0.421756,0.307711,0.711041,0.175573,5.46699,0.309659,0,0.375061,68.6526,-0.984342,101.429,0.375061,6.89491,1.3540309071540833,13.419906616210938,3.5878,167.0500030517578,,,,"12979"
"Jeremy Peña","HOU",143,616,564,140,94,21,2,22,79,78,38,0,146,7,5,1,,12,3,0.248106,0.0623917,0.237435,0.262774,0.302083,0.412879,0.311735,0.714962,0.164773,4.94262,0.293333,0,0.497755,71.4109,0.973464,103.605,0.497755,4.78669,2.9968430399894714,11.386685848236084,3.57021,115.44999694824219,,,,"21636"
"Steven Kwan","CLE",141,609,538,147,112,23,6,7,79,51,59,2,59,6,4,2,,14,5,0.273874,0.0971338,0.0971338,1,0.34984,0.376577,0.322095,0.726417,0.102703,5.54884,0.295316,0,0.0669773,75.6118,5.97485,110.179,0.0669773,12.517,7.04297860711813,7.092048168182373,3.52071,125.08000183105469,,,,"24610"
"Jonah Heim","TEX",105,418,380,93,56,20,2,14,44,47,33,0,79,1,3,0,,2,1,0.243626,0.0798969,0.188144,0.424658,0.304124,0.419263,0.314789,0.723387,0.175637,3.35404,0.27037,0,-0.371349,49.448,1.67403,105.131,-0.371349,10.788,2.0408639907836914,18.013000011444092,3.50277,246.30999755859375,,,,"16930"
"Bobby Witt Jr.","KCR",147,637,589,156,92,36,5,23,92,90,36,2,140,6,5,0,,26,7,0.265487,0.0572831,0.219313,0.261194,0.312602,0.461947,0.332629,0.774549,0.19646,6.81232,0.309179,0,1.76617,84.4189,11.5802,114.487,1.76617,-6.15134,12.150415897369385,0.4736614227294922,3.45571,9.350000381469727,,,,"25764"
"Jose Altuve","HOU",104,448,398,111,68,23,1,19,73,50,43,1,67,4,2,0,,7,1,0.278719,0.09699,0.148829,0.651685,0.354515,0.482109,0.362128,0.836624,0.20339,4.79735,0.292857,0,0.428792,69.8706,18.6433,139.182,0.428792,-1.9488,20.181674391031265,-1.5487998723983765,3.45456,50.61000061035156,,,,"5417"
"Willson Contreras","STL",131,527,456,108,63,23,1,21,67,71,49,1,123,20,3,0,,3,3,0.237864,0.0922432,0.232704,0.396396,0.33543,0.432039,0.337016,0.767469,0.194175,3.20777,0.277193,0,-1.19406,71.7322,11.4259,121.209,-1.19406,-2.33607,11.80189573764801,3.2889328002929688,3.44759,97.2699966430664,,,,"11609"
"Alejandro Kirk","TOR",117,475,415,111,74,22,0,15,51,63,52,1,55,4,4,0,,0,1,0.266979,0.110429,0.116564,0.947368,0.351738,0.42623,0.341498,0.777968,0.159251,1.19967,0.275766,0,-0.920933,66.3243,11.9869,124.683,-0.920933,3.46929,12.27810251712799,5.269292593002319,3.43155,108.27999877929688,,,,"22581"
"Ke'Bryan Hayes","PIT",136,588,531,130,87,30,3,10,67,48,50,0,124,5,2,0,,15,2,0.24569,0.0856031,0.210117,0.407407,0.315175,0.372845,0.304686,0.68802,0.127155,5.69274,0.30086,0,1.47846,64.8722,-2.36353,95.1376,1.47846,13.2287,-1.8433640003204346,14.72868263721466,3.43009,175.25999450683594,,,,"18577"
"Masataka Yoshida","BOS",123,532,476,145,97,27,2,19,66,77,48,9,58,5,4,0,,3,1,0.30495,0.0902655,0.109735,0.822581,0.371681,0.489109,0.367751,0.86079,0.184158,3.13958,0.313817,0,-0.389728,85.3476,24.5153,136.927,-0.389728,0,21.716953963041306,-6,3.42931,206.4499969482422,,,,"31837"
"Nico Hoerner","CHC",136,588,542,148,109,26,4,9,65,69,36,4,71,8,3,0,,18,4,0.273148,0.0618337,0.121535,0.508772,0.326226,0.384259,0.310993,0.710485,0.111111,5.63795,0.3,0,1.39905,67.8182,0.582528,100.31,1.39905,8.66961,1.6108950525522232,10.9196138381958,3.39284,135.80999755859375,,,,"21479"
"Christian Walker","ARI",154,665,586,149,89,31,1,27,87,86,68,2,145,7,5,0,,2,1,0.253906,0.101549,0.218589,0.464567,0.335628,0.451172,0.341812,0.7868,0.197266,2.88129,0.290411,0,-0.66476,92.9811,16.9407,119.246,-0.66476,7.48032,14.205275475978851,-4.494678974151611,3.36877,132.64999389648438,,,,"13419"
"Kyle Schwarber","PHI",146,630,539,127,62,23,2,40,92,100,83,3,181,5,3,0,,6,1,0.234951,0.131229,0.287375,0.456647,0.340532,0.506796,0.363579,0.847328,0.271845,4.32088,0.270358,0,0.233737,98.9817,26.9434,134.472,0.233737,-5.59179,25.46593986451626,-14.841793060302734,3.34105,54,,,,"16478"
"Tim Anderson","CHW",139,602,574,168,123,28,1,16,89,57,23,1,115,4,1,0,,18,4,0.292952,0.0378151,0.191176,0.197802,0.323529,0.431718,0.328195,0.755248,0.138767,5.46106,0.34188,0,1.42177,77.6599,8.82337,114.077,1.42177,-5.36829,10.958133339881897,1.0817065238952637,3.27732,86.66000366210938,,,,"15172"
"Ty France","SEA",141,609,542,148,100,29,1,19,74,80,38,2,101,24,5,0,,0,1,0.272727,0.0631068,0.165049,0.382353,0.34466,0.432727,0.340243,0.777387,0.16,2.23566,0.301843,0,-1.05216,84.3919,14.7549,127.949,-1.05216,4.58601,18.101763367652893,-6.338987350463867,3.27164,178.57000732421875,,,,"17982"
"Luis Urías","MIL",133,574,499,121,76,23,2,20,72,71,59,1,120,13,3,0,,3,2,0.243129,0.102941,0.209559,0.491228,0.336397,0.418605,0.332383,0.755002,0.175476,3.61623,0.279883,0,-0.812138,75.9575,10.3227,114.112,-0.812138,0.759086,8.598812758922577,3.1090856194496155,3.25701,243.9199981689453,,,,"16622"
"Starling Marte","NYM",133,574,523,139,95,26,3,15,83,71,34,1,108,15,2,0,,24,7,0.266075,0.0585859,0.187879,0.311828,0.327273,0.414634,0.325133,0.741907,0.148559,6.67905,0.308357,0,1.51654,72.6517,7.01682,115.544,1.51654,5.11579,11.882822871208191,-0.3342103958129883,3.24029,91.22000122070312,,,,"9241"
