Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Adam Duvall","BOS",105,455,415,100,49,21,3,26,58,72,31,1,135,6,2,0,,1,1,0.239691,0.0682353,0.296471,0.230159,0.301176,0.492268,0.339681,0.793445,0.252577,3.61699,0.2875,0,-0.565598,62.8483,10.8207,117.11,-0.565598,-1.22223,8.195133328437805,-1.0972321033477783,2.26684,315.69000244140625,,,,"10950"
"William Contreras","MIL",122,488,440,108,68,18,1,21,59,63,43,1,129,3,1,0,,1,1,0.246114,0.088785,0.264019,0.336283,0.317757,0.432642,0.327298,0.750399,0.186529,2.72803,0.300781,0,-0.697325,62.6571,6.81025,110.635,-0.697325,-5.59689,5.337182819843292,-0.42188501358032227,2.24142,119.63999938964844,,,,"20503"
"Wil Myers","CIN",130,560,504,133,80,30,1,22,66,77,52,1,165,1,3,0,,7,4,0.264305,0.0931373,0.294118,0.316667,0.333333,0.46049,0.343914,0.793824,0.196185,3.59528,0.347639,0,-0.808282,79.2348,15.2008,115.439,-0.808282,0.726923,9.236640274524689,-6.873076856136322,2.22643,242.75999450683594,,,,"10047"
"Kevin Kiermaier","TOR",99,427,392,90,58,18,5,9,52,49,30,1,106,4,1,0,,13,4,0.229773,0.0712166,0.249258,0.285714,0.290801,0.368932,0.289372,0.659733,0.139159,6.7795,0.292237,0,0.646768,41.9146,-6.91136,87.8832,0.646768,11.1929,-5.175387918949127,12.717877745628357,2.21989,511.7799987792969,,,,"11038"
"Trayce Thompson","LAD",87,378,338,74,38,14,2,19,46,67,35,1,136,4,1,0,,4,1,0.21813,0.0936709,0.359494,0.260563,0.298734,0.441926,0.321306,0.740661,0.223796,4.50607,0.296875,0,0.0686083,46.6944,3.47145,108.69,0.0686083,4.37556,3.8848786279559135,4.525557950139046,2.2184,464.45001220703125,,,,"9952"
"Mitch Garver","TEX",99,410,357,86,48,18,0,20,57,52,44,0,112,5,3,0,,2,2,0.240343,0.108614,0.273408,0.39726,0.329588,0.459227,0.343099,0.788815,0.218884,2.39289,0.288591,0,-0.70252,57.6893,10.853,125.116,-0.70252,-1.12944,10.874205529689789,-2.904436707496643,2.20656,350.8399963378906,,,,"15161"
"Rowdy Tellez","MIL",128,553,488,121,69,21,0,30,62,86,57,7,113,6,3,0,,2,1,0.247126,0.103041,0.204392,0.504132,0.331081,0.475096,0.345116,0.806177,0.227969,1.7557,0.260753,0,-0.511597,78.7725,15.5389,122.818,-0.511597,-1.65624,14.148939430713654,-11.78123676776886,2.20214,149.0800018310547,,,,"15679"
"Mitch Haniger","SFG",122,525,463,115,71,21,2,21,75,73,49,2,125,8,6,0,,1,1,0.2494,0.0930233,0.238901,0.389381,0.327696,0.441247,0.33349,0.768943,0.191847,3.4729,0.293103,0,-0.737992,69.9352,9.90334,117.036,-0.737992,0.9075,9.653309941291809,-6.7174999713897705,2.16288,198.75999450683594,,,,"14274"
"Christian Vázquez","MIN",96,379,350,90,65,17,0,8,39,39,24,0,68,2,3,0,,3,3,0.255696,0.0632318,0.180328,0.350649,0.30445,0.372152,0.297831,0.676602,0.116456,2.42604,0.294872,0,-0.899296,39.7288,-3.58566,94.6105,-0.899296,4.93541,-3.196626603603363,11.710413932800293,2.16068,261.9100036621094,,,,"9774"
"Triston Casas","BOS",123,532,458,117,72,25,3,18,70,75,66,3,120,4,4,0,,3,1,0.255682,0.124694,0.224939,0.554348,0.352078,0.440341,0.345699,0.792419,0.184659,3.79673,0.305221,0,-0.572403,76.0277,15.1954,121.359,-0.572403,1.0672,12.214434087276459,-8.682804107666016,2.1499,223.35000610351562,,,,"22514"
"Travis d'Arnaud","ATL",104,429,392,104,64,22,2,15,53,63,27,0,95,7,2,0,,0,1,0.265672,0.0628415,0.221311,0.283951,0.322404,0.450746,0.33574,0.773151,0.185075,3.04959,0.312757,0,-0.87267,57.8869,8.85512,114.44,-0.87267,1.19432,6.321393191814423,-0.35568106174468994,2.14117,223.4199981689453,,,,"7739"
"Gabriel Moreno","ARI",96,382,347,95,71,17,1,6,45,43,26,0,64,6,2,0,,4,1,0.273038,0.068323,0.167702,0.407407,0.332298,0.37884,0.314927,0.711138,0.105802,4.01172,0.317797,0,-0.186489,45.229,1.57153,100.863,-0.186489,1.7901,0.1962113082408905,7.065100193023682,2.11117,232.77999877929688,,,,"22664"
"Seth Brown","OAK",118,511,464,108,56,24,3,24,65,65,41,2,143,3,3,0,,7,1,0.232456,0.0796813,0.278884,0.285714,0.296813,0.45614,0.323504,0.752953,0.223684,5.14214,0.277966,0,0.616324,64.0164,5.58539,116.548,0.616324,2.15229,10.132118344306946,-6.322714567184448,2.10883,217.99000549316406,,,,"18171"
"Nick Ahmed","ARI",97,420,382,93,58,23,3,8,48,42,31,2,90,2,4,1,,5,2,0.243243,0.0738255,0.214765,0.34375,0.300448,0.385749,0.298602,0.686198,0.142506,4.69013,0.294118,0,-0.176242,44.3072,-3.71836,89.7,-0.176242,6.53445,-5.202380552887917,11.034453868865967,2.09605,611.1199951171875,,,,"12147"
"Shea Langeliers","OAK",120,483,440,99,59,21,1,18,54,56,37,1,137,4,2,0,,2,1,0.224719,0.0758197,0.284836,0.266187,0.288934,0.397753,0.29999,0.686687,0.173034,3.00004,0.282759,0,-0.406539,51.4432,-3.7404,99.9476,-0.406539,0,-0.43497180193662643,4.75,2.06695,268.57000732421875,,,,"25816"
"Gio Urshela","LAA",99,427,394,111,74,23,2,13,50,53,26,1,82,3,4,0,,1,1,0.282937,0.061753,0.191235,0.322917,0.328685,0.447084,0.33545,0.77577,0.164147,2.69448,0.32493,0,-0.590204,57.5455,8.71955,117.932,-0.590204,-1.79673,8.026340126991272,-2.221727430820465,2.03742,409.67999267578125,,,,"10681"
"Leody Taveras","TEX",123,532,486,117,80,22,5,11,63,52,38,1,133,2,4,2,,16,7,0.240848,0.0721831,0.25,0.288732,0.29682,0.373796,0.293809,0.670616,0.132948,6.15485,0.306233,0,0.0881159,54.0968,-6.73547,90.3192,0.0881159,6.156,-5.707388207316399,8.056000113487244,2.02568,388.3500061035156,,,,"18900"
"Myles Straw","CLE",122,525,471,118,94,20,2,2,69,36,49,0,85,1,3,1,,22,3,0.250973,0.0942408,0.162304,0.580645,0.321678,0.31323,0.286798,0.634908,0.0622568,6.11446,0.300948,0,2.70699,50.4606,-9.57126,85.2599,2.70699,6.60503,-6.001202821731567,8.480033874511719,2.01595,389.0299987792969,,,,"17620"
"Garrett Mitchell","MIL",107,462,416,104,71,22,2,9,59,56,36,0,152,7,1,1,,22,1,0.25,0.077748,0.329759,0.235772,0.319892,0.377976,0.309375,0.697869,0.127976,6.97458,0.371981,0,3.49538,52.6921,-0.135988,98.3796,3.49538,-0.635168,2.6255767345428467,1.0148316621780396,2.0143,258.1400146484375,,,,"27555"
"Manuel Margot","TBR",122,525,481,117,82,22,2,11,59,58,39,1,92,2,2,0,,15,6,0.244275,0.0745921,0.174825,0.426667,0.30303,0.368957,0.295717,0.671987,0.124682,5.11732,0.279743,0,0.000236581,54.1806,-5.85124,96.7732,0.000236581,8.13347,-1.9061062831897289,4.308471441268921,2.00792,299.7799987792969,,,,"14712"
"Adam Frazier","BAL",112,483,439,117,88,21,3,5,56,41,34,2,58,6,2,2,,7,4,0.266541,0.0704467,0.120275,0.585714,0.326425,0.362949,0.304965,0.689374,0.0964083,4.64522,0.296703,0,-0.842378,53.395,-1.83435,98.4892,-0.842378,3.87808,-1.6635321974754333,5.40308153629303,2.00786,466.95001220703125,,,,"15223"
"James Outman","LAD",76,329,294,67,38,13,3,13,44,49,28,1,109,6,1,0,,5,2,0.225941,0.0842697,0.331461,0.254237,0.303371,0.422594,0.316532,0.725965,0.196653,5.91792,0.308511,0,-0.283762,39.3936,1.77357,105.425,-0.283762,6.28155,1.7899234592914581,6.2565494775772095,2.00708,446.9100036621094,,,,"24770"
"Jonathan India","CIN",141,609,530,134,88,26,3,16,79,66,56,1,138,20,3,0,,7,5,0.252677,0.0912477,0.227188,0.401639,0.344507,0.404711,0.331698,0.749217,0.152034,4.58459,0.311377,0,-1.11678,80.2575,10.6205,107.086,-1.11678,-7.59755,3.896706700325012,-5.422547101974487,1.99116,177.27000427246094,,,,"21523"
"Josh Donaldson","NYY",91,392,337,75,44,17,0,15,47,46,46,1,103,5,4,0,,1,1,0.223005,0.117172,0.262626,0.446154,0.321212,0.406103,0.31994,0.727315,0.183099,1.95053,0.269504,0,-0.542933,47.9986,3.17476,109.601,-0.542933,2.25327,3.692292809486389,2.6532727479934692,1.97717,410.260009765625,,,,"5038"
"Dylan Carlson","STL",109,469,414,103,64,24,3,12,61,54,43,2,98,7,5,0,,5,2,0.249509,0.0920139,0.208333,0.441667,0.326389,0.412574,0.322574,0.738963,0.163065,4.90827,0.294737,0,-0.454827,58.4083,4.77979,111.334,-0.454827,-1.52873,5.721183359622955,-2.953732490539551,1.94737,345.92999267578125,,,,"20126"
"Austin Nola","SDP",78,307,271,71,51,14,1,5,33,37,28,1,50,5,3,0,,2,1,0.260317,0.0896358,0.162465,0.551724,0.336134,0.374603,0.314709,0.710738,0.114286,3.26662,0.298039,0,-0.339496,36.3386,1.21134,106.258,-0.339496,0.238041,1.8940734267234802,6.238040819764137,1.93906,407.69000244140625,,,,"15941"
"Jake Rogers","DET",84,333,296,59,33,11,3,12,39,41,29,0,114,5,1,1,,1,1,0.198198,0.088,0.344,0.255814,0.281125,0.373874,0.289446,0.654998,0.175676,4.34285,0.273438,0,-0.543493,32.6874,-5.3671,88.5334,-0.543493,6.19412,-4.837707042694092,12.694117546081543,1.93783,674.72998046875,,,,"19452"
"Tyler Stephenson","CIN",131,543,483,127,85,25,0,16,68,73,44,0,120,9,6,0,,2,2,0.262295,0.0816327,0.221574,0.368421,0.332362,0.413115,0.327224,0.745476,0.15082,2.29923,0.313901,0,-0.888777,69.6297,7.53954,104.026,-0.888777,0.0826531,1.65138179063797,-1.5923471301794052,1.92441,128.0399932861328,,,,"17988"
"Jorge Mateo","BAL",94,406,380,89,55,19,5,10,49,46,19,0,112,4,1,2,,22,6,0.234375,0.0480167,0.275574,0.174242,0.278826,0.390625,0.29165,0.669451,0.15625,7.96971,0.304918,0,1.7247,40.588,-5.83667,89.0888,1.7247,4.35256,-3.260290503501892,8.552558898925781,1.91339,244.0500030517578,,,,"17273"
"Nick Allen","OAK",110,476,432,99,71,21,2,5,48,38,33,0,96,3,2,7,,8,4,0.229399,0.0686869,0.20202,0.34,0.286885,0.320713,0.271103,0.607598,0.091314,4.64271,0.283237,0,-0.430955,39.8159,-14.613,79.5539,-0.430955,9.34157,-11.382760047912598,14.44156789779663,1.91298,582.27001953125,,,,"22277"
"Joc Pederson","SFG",126,546,480,117,69,22,4,23,69,71,52,2,127,11,4,0,,2,2,0.243719,0.0949227,0.231788,0.409524,0.328918,0.447236,0.336981,0.776155,0.203518,3.84881,0.281588,0,-1.00912,74.2469,11.8137,119.423,-1.00912,-1.87872,11.312052488327026,-11.478716850280762,1.91131,255.1199951171875,,,,"11899"
"Brandon Belt","TOR",92,399,344,84,46,17,1,20,51,55,48,2,104,5,2,0,,2,1,0.243161,0.120419,0.26178,0.46,0.342932,0.471125,0.352495,0.814057,0.227964,3.1512,0.287736,0,-0.399119,59.175,13.5507,132.447,-0.399119,0.0376364,14.16939839720726,-8.787363443523645,1.89941,364.92999267578125,,,,"10264"
"Brendan Donovan","STL",117,504,433,109,81,22,1,6,65,49,56,1,82,12,2,1,,3,3,0.252193,0.111111,0.161959,0.686046,0.35283,0.346491,0.316606,0.699321,0.0942982,3.26634,0.297814,0,-1.17433,60.3774,2.74676,107.253,-1.17433,-1.27694,3.0728440284729004,-2.026941180229187,1.89026,274.7300109863281,,,,"24679"
"Brian Anderson","MIL",117,504,442,104,63,23,1,16,54,62,48,3,135,11,3,0,,3,1,0.234286,0.0952381,0.26817,0.35514,0.323308,0.402857,0.319177,0.726165,0.168571,3.14616,0.297414,0,-0.493127,61.4067,3.77611,105.082,-0.493127,0.774713,2.4824606478214264,-1.6752869486808777,1.86519,429.8399963378906,,,,"18289"
"Omar Narváez","NYM",83,327,289,72,51,12,1,7,33,32,32,1,63,3,3,0,,0,1,0.247734,0.0986667,0.192,0.513889,0.328,0.36858,0.309254,0.69658,0.120846,2.1787,0.291339,0,-0.703659,37.2634,-0.127866,104.686,-0.703659,-0.462857,1.076621174812317,5.612142652273178,1.85746,426.07000732421875,,,,"13338"
"Jesse Winker","MIL",112,483,407,100,63,20,1,16,58,57,68,1,86,8,1,0,,0,1,0.245327,0.139764,0.177165,0.788889,0.362205,0.418224,0.346399,0.780429,0.172897,1.90969,0.273292,0,-0.944329,69.2936,14.0643,123.695,-0.944329,-2.52969,12.352801620960236,-11.104692220687866,1.8373,255.19000244140625,,,,"13590"
"Joey Meneses","WSN",139,602,554,147,93,26,1,28,61,74,38,3,141,3,7,0,,1,1,0.265193,0.0627119,0.233898,0.268116,0.311864,0.464088,0.332352,0.775953,0.198895,1.88398,0.303896,0,-0.741768,79.648,10.8114,113.073,-0.741768,1.64098,8.40195631980896,-11.209020972251892,1.83191,206.00999450683594,,,,"14366"
"Jonathan Schoop","DET",133,574,535,134,90,25,2,17,66,61,26,1,119,7,5,0,,3,1,0.25098,0.0457038,0.206581,0.221239,0.292505,0.4,0.300756,0.692505,0.14902,3.70921,0.290155,0,-0.295345,61.5353,-4.09952,96.5181,-0.295345,0,-2.544387400150299,1.649999976158142,1.82564,431.3399963378906,,,,"11265"
"Wilmer Flores","SFG",99,427,381,99,63,21,1,14,52,53,37,1,68,6,3,0,,0,1,0.259259,0.0873786,0.159223,0.548781,0.332039,0.429194,0.332454,0.761233,0.169935,2.15546,0.28022,0,-0.765153,56.529,7.70304,116.327,-0.765153,-4.33662,7.334762215614319,-4.461615085601807,1.8101,344.95001220703125,,,,"5827"
"Jorge Soler","MIA",126,546,475,109,59,23,0,27,66,72,61,1,150,7,3,0,,1,1,0.229508,0.112016,0.274949,0.407407,0.323829,0.447307,0.335871,0.771136,0.217799,1.79203,0.273063,0,-0.739375,73.7651,11.3319,119.29,-0.739375,-0.8262,11.497394680976868,-12.67620038986206,1.80504,269.2300109863281,,,,"14221"
"Alek Thomas","ARI",102,441,404,103,67,22,5,9,54,53,30,0,88,4,2,0,,6,5,0.25502,0.06814,0.198895,0.342593,0.311234,0.399598,0.311057,0.710832,0.144578,5.30952,0.303665,0,-1.21861,50.8863,0.459486,98.2168,-1.21861,2.76907,-2.1322913765907288,4.244069576263428,1.77962,380.3500061035156,,,,"23792"
"Orlando Arcia","ATL",99,427,388,93,62,18,0,13,48,55,35,1,82,1,3,0,,3,2,0.240113,0.0820513,0.192308,0.426667,0.302564,0.387006,0.302052,0.68957,0.146893,2.71789,0.27037,0,-0.616126,46.2162,-2.60977,91.4053,-0.616126,3.05444,-4.879980564117432,7.379436254501343,1.77086,616.6199951171875,,,,"13185"
"Alec Bohm","PHI",146,630,575,158,112,28,2,15,76,75,43,1,118,4,8,0,,3,3,0.273743,0.0680272,0.187075,0.363636,0.32483,0.407821,0.319515,0.732651,0.134078,3.22023,0.316667,0,-1.29013,76.9277,4.88941,104.342,-1.29013,-4.95,1.8880788087844849,-6.2499998807907104,1.76757,177.64999389648438,,,,"21618"
"Christian Bethancourt","TBR",75,295,277,65,41,13,0,11,32,40,14,0,75,2,1,1,,3,1,0.236246,0.0486322,0.255319,0.190476,0.277439,0.401294,0.295438,0.678734,0.165049,3.1932,0.285047,0,-0.0556652,30.379,-3.35319,96.5763,-0.0556652,3.11182,-1.192194651812315,8.61182427406311,1.76556,306.9200134277344,,,,"10028"
"Josh Naylor","CLE",130,560,507,131,78,32,0,21,62,80,46,3,87,4,3,0,,5,1,0.258065,0.0817121,0.155642,0.525,0.322957,0.443011,0.33137,0.765968,0.184946,3.01022,0.273713,0,0.138176,73.6542,9.62017,116.727,0.138176,-0.414672,10.678948670625687,-11.814672201871872,1.75348,218.0399932861328,,,,"18839"
"Nicky Lopez","KCR",97,420,379,100,79,16,3,2,51,30,30,0,54,3,1,7,,10,3,0.263393,0.0724346,0.128773,0.5625,0.323108,0.337054,0.295279,0.660162,0.0736607,5.70997,0.302872,0,0.556025,43.1983,-4.82722,88.1179,0.556025,6.17255,-5.05973893404007,8.122554540634155,1.72613,533.280029296875,,,,"19339"
"Jose Trevino","NYY",91,358,339,78,53,16,1,8,35,41,14,0,66,1,3,1,,1,1,0.230769,0.0393939,0.184848,0.213115,0.261398,0.352564,0.267508,0.613962,0.121795,3.03461,0.263158,0,-0.497353,28.9555,-12.0263,72.5849,-0.497353,9.5256,-11.554044663906097,16.52560043334961,1.72054,356.4200134277344,,,,"16725"
"Aledmys Díaz","OAK",109,469,429,103,69,23,0,11,46,52,30,1,77,7,3,0,,1,1,0.240803,0.0642202,0.165138,0.388889,0.299694,0.374582,0.296198,0.674276,0.133779,2.01344,0.267782,0,-0.716168,48.5805,-5.04794,97.2704,-0.716168,3.16719,-2.156750798225403,3.4921910166740417,1.70862,423.6499938964844,,,,"15937"
"Spencer Torkelson","DET",130,560,488,114,67,25,1,22,66,68,59,1,136,8,5,0,,1,2,0.234672,0.104972,0.243094,0.431818,0.324125,0.422833,0.326883,0.746958,0.188161,2.26328,0.276923,0,-1.16363,71.658,7.62396,114.963,-1.16363,0.192451,8.265683770179749,-9.85754905641079,1.70558,298.239990234375,,,,"27465"
"Reese McGuire","BOS",81,320,293,78,54,19,1,4,32,25,19,0,63,2,2,4,,1,1,0.266917,0.0584192,0.195876,0.298246,0.313589,0.383459,0.305896,0.697047,0.116541,2.88208,0.323671,0,-0.526336,35.6122,-0.978653,93.2589,-0.526336,2.72935,-2.953756809234619,8.979347705841064,1.70279,488.04998779296875,,,,"15674"
"Jake Fraley","CIN",109,469,405,101,62,19,1,18,65,66,55,1,116,6,3,0,,12,4,0.25,0.116343,0.246537,0.47191,0.34626,0.439103,0.343878,0.785363,0.189103,4.88422,0.303318,0,0.285021,66.3456,12.7172,115.414,0.285021,-0.122779,8.684115618467331,-8.247778952121735,1.70261,279.45001220703125,,,,"19260"
"Luis Rengifo","LAA",92,399,368,94,65,16,3,11,44,40,24,1,72,4,1,1,,5,3,0.255361,0.0611511,0.181655,0.336634,0.306859,0.401559,0.309429,0.708419,0.146199,4.44347,0.290727,0,-0.515629,45.5237,-0.10053,99.5617,-0.515629,1.58297,-0.7124119102954865,4.207971215248108,1.70134,311.07000732421875,,,,"19858"
"CJ Abrams","WSN",130,560,521,134,93,28,2,11,76,52,20,0,102,13,4,2,,19,8,0.257403,0.0360169,0.182203,0.197674,0.3,0.382688,0.299356,0.682688,0.125285,6.1935,0.299712,0,-0.0225433,59.4119,-4.62212,90.5115,-0.0225433,-2.46347,-6.196030016988516,3.536529064178467,1.69903,225.3000030517578,,,,"25768"
"Victor Robles","WSN",122,525,464,106,71,24,2,9,60,44,32,1,126,18,3,8,,19,7,0.228571,0.0610526,0.24,0.254386,0.301282,0.347619,0.288878,0.648901,0.119048,6.00251,0.292359,0,0.629891,51.3282,-8.70369,83.3465,0.629891,6.16434,-9.528200924396515,8.039338111877441,1.6983,504.2200012207031,,,,"18363"
"J.D. Martinez","LAD",130,560,502,128,75,30,1,22,72,79,50,4,139,4,4,0,,0,1,0.255489,0.0894454,0.248658,0.359712,0.325581,0.451098,0.334922,0.776679,0.195609,2.19764,0.30814,0,-0.916201,75.2344,11.2004,118,-0.916201,0,10.794997930526733,-13.5,1.69425,210.41000366210938,,,,"6184"
"C.J. Cron","COL",134,581,519,136,80,29,1,27,69,94,47,4,142,11,4,0,,0,1,0.262295,0.0805861,0.24359,0.330827,0.333333,0.47541,0.34779,0.808743,0.213115,1.90307,0.308383,0,-0.973191,83.995,17.5597,110.206,-0.973191,1.4016,5.916088163852692,-9.473399996757507,1.67895,144.27999877929688,,,,"12546"
"Ryan Jeffers","MIN",65,256,229,52,32,9,1,10,27,32,22,0,71,3,1,1,,0,1,0.226415,0.0873239,0.276056,0.316326,0.30226,0.40566,0.311101,0.70792,0.179245,2.22279,0.280193,0,-0.522216,29.5484,0.275695,103.979,-0.522216,2.13773,0.6241583228111267,7.137732028961182,1.67107,544.3800048828125,,,,"24618"
"Michael Brantley","HOU",99,427,387,112,78,25,1,8,51,46,36,2,48,3,1,0,,2,1,0.289894,0.0843374,0.113253,0.744681,0.354217,0.422872,0.340229,0.777089,0.132979,2.99059,0.313665,0,-0.47408,59.1666,10.3407,123.721,-0.47408,0.337225,10.924143105745316,-8.637774914503098,1.66801,391.2300109863281,,,,"4106"
"Christian Arroyo","BOS",81,350,323,86,56,19,1,10,40,49,18,1,68,6,1,1,,4,1,0.266917,0.0520833,0.194444,0.267857,0.317073,0.424812,0.322593,0.741885,0.157895,4.05906,0.310345,0,-0.0804756,43.5934,3.57218,105.047,-0.0804756,1.73571,1.9071200340986252,2.7357141971588135,1.65793,476.82000732421875,,,,"16434"
"Bryson Stott","PHI",118,511,463,113,78,21,3,11,63,57,44,0,111,1,2,1,,10,3,0.244944,0.0855397,0.217923,0.392523,0.310204,0.377528,0.303596,0.687732,0.132584,5.37279,0.297872,0,0.333086,55.9343,-2.49673,93.4568,0.333086,0.192293,-3.551618605852127,2.0672926902770996,1.64932,229.61000061035156,,,,"26294"
"Garrett Cooper","MIA",128,553,488,126,83,27,1,15,55,63,51,0,143,9,4,0,,0,1,0.258953,0.0924574,0.257908,0.358491,0.338199,0.410468,0.330013,0.748668,0.151515,2.03173,0.333333,0,-1.1303,72.1375,8.9039,115.285,-1.1303,-1.01591,8.690034866333008,-11.640906572341919,1.64371,422.92999267578125,,,,"15279"
"Kyle Isbel","KCR",118,511,466,111,73,21,6,11,63,57,34,1,122,7,2,1,,15,7,0.23822,0.0668258,0.238663,0.28,0.299043,0.379581,0.297478,0.678624,0.141361,6.5125,0.298182,0,-0.448818,53.4507,-4.9803,89.6706,-0.448818,9.32049,-6.388517826795578,5.7454917430877686,1.64135,458.260009765625,,,,"21614"
"Brandon Drury","LAA",118,511,470,114,68,26,1,19,62,68,33,0,119,4,3,0,,1,2,0.24263,0.0647182,0.23382,0.276786,0.296451,0.424036,0.313092,0.720487,0.181406,2.59299,0.283439,0,-1.07121,59.7895,1.35849,102.148,-1.07121,-0.614611,0.1640089750289917,-0.88961061835289,1.63268,202.72000122070312,,,,"11615"
"José Iglesias","MIA",66,287,271,80,57,18,1,4,33,31,11,0,36,4,1,0,,2,2,0.294393,0.0375276,0.125828,0.298246,0.328918,0.411215,0.323471,0.740133,0.116822,3.402,0.326975,0,-0.671096,35.9469,3.12947,110.812,-0.671096,0,2.9339922070503235,2.875,1.62379,674.4199829101562,,,,"10231"
"Josh Bell","CLE",139,602,521,130,87,25,1,17,67,75,72,3,123,5,4,0,,1,1,0.248971,0.119217,0.204626,0.582609,0.343416,0.399177,0.327442,0.742593,0.150206,2.22435,0.292479,0,-0.876265,77.2996,8.46307,113.954,-0.876265,0.627319,8.576452374458313,-12.322680711746216,1.61984,181.91000366210938,,,,"13145"
"Nolan Gorman","STL",91,392,355,82,47,13,0,22,58,58,33,0,133,2,1,0,,2,1,0.232068,0.08413,0.338432,0.248588,0.300191,0.453586,0.32685,0.753778,0.221519,3.29477,0.3,0,-0.189238,50.1504,5.32659,114.258,-0.189238,-2.56403,6.304339244961739,-4.364028692245483,1.58851,377.5299987792969,,,,"22263"
"Brett Baty","NYM",62,266,239,60,41,9,0,10,37,38,23,0,71,5,0,0,,1,2,0.253456,0.0847107,0.268595,0.315385,0.330579,0.423963,0.332518,0.754542,0.170507,2.36115,0.319298,0,-0.82701,35.2283,4.81213,120.593,-0.82701,1.17632,5.5373088121414185,0.6263243556022644,1.58684,358.8599853515625,,,,"26123"
"Max Stassi","LAA",70,275,244,52,34,8,1,8,28,24,26,0,86,3,2,0,,0,1,0.212544,0.095679,0.311728,0.306931,0.296296,0.358885,0.291735,0.655181,0.146341,2.3019,0.286517,0,-0.601032,27.5304,-3.93774,87.0702,-0.601032,5.52737,-4.605161249637604,10.902369499206543,1.58149,552.9600219726562,,,,"10059"
"Dylan Moore","SEA",60,259,220,48,28,11,2,8,34,28,29,1,76,9,1,1,,15,6,0.217544,0.110448,0.292537,0.377551,0.329341,0.385965,0.318676,0.715306,0.168421,6.87096,0.292135,0,0.370345,31.4532,1.83747,112.724,0.370345,1.7982,4.078644126653671,2.7231999039649963,1.5803,473.8500061035156,,,,"18042"
"Patrick Wisdom","CHC",87,378,335,72,36,15,0,21,49,50,37,1,133,5,1,1,,5,2,0.213777,0.0968421,0.351579,0.275449,0.299578,0.444181,0.323315,0.743759,0.230404,3.57169,0.279476,0,0.00659616,47.2978,4.07487,108.736,0.00659616,-1.2867,3.843169047497213,-1.5367048978805542,1.5775,447.1600036621094,,,,"13602"
"Endy Rodriguez","PIT",66,265,239,61,35,17,2,7,33,34,21,1,58,3,2,0,,1,1,0.253731,0.0807692,0.219231,0.368421,0.321154,0.428571,0.326327,0.749725,0.17484,3.71666,0.305233,0,-0.443211,33.7671,3.4882,109.935,-0.443211,-0.531726,2.613429009914398,3.3932741284370422,1.56612,999,,,,"sa3008272"
"Nick Castellanos","PHI",141,609,563,148,87,37,1,23,79,84,38,2,137,5,3,0,,4,1,0.262956,0.0620567,0.225177,0.275591,0.31383,0.452975,0.330828,0.766805,0.190019,3.71353,0.308511,0,-0.0968896,79.8366,10.1996,112.077,-0.0968896,-5.50075,8.448558680713177,-14.225746631622314,1.54478,125.2300033569336,,,,"11737"
"Roberto Pérez","SFG",57,224,194,41,29,5,0,7,19,20,25,0,70,2,2,1,,0,1,0.208696,0.113208,0.313208,0.361446,0.30303,0.33913,0.28901,0.642161,0.130435,1.16071,0.283688,0,-0.566643,21.9235,-3.69009,86.6211,-0.566643,6.66608,-4.048531651496887,11.041080951690674,1.5255,746.2999877929688,,,,"2900"
"Drew Waters","KCR",99,427,389,96,60,23,4,9,56,45,34,0,133,3,1,0,,11,3,0.24569,0.0785855,0.312377,0.251572,0.310413,0.396552,0.310496,0.706964,0.150862,6.60866,0.349153,0,0.449052,49.0805,0.254568,98.8614,0.449052,-0.498252,-0.0980670154094696,0.9267478287220001,1.51496,542.9099731445312,,,,"20505"
"Jack Suwinski","PIT",96,413,369,90,56,17,1,17,51,43,40,1,127,3,2,0,,3,2,0.242857,0.0965392,0.307832,0.313609,0.320583,0.426531,0.326712,0.747114,0.183673,3.2866,0.322259,0,-0.400542,52.7918,5.56675,110.199,-0.400542,-2.53575,4.493115931749344,-3.9607499837875366,1.51487,462.69000244140625,,,,"22244"
"Jace Peterson","OAK",100,434,382,87,58,18,2,8,52,40,44,1,102,4,4,1,,12,1,0.228571,0.100559,0.234637,0.428571,0.310924,0.355556,0.295844,0.66648,0.126984,6.02938,0.286344,0,1.51156,44.8331,-4.79326,97.0205,1.51156,-0.750953,0.05645036697387695,0.4990467429161072,1.50969,480.3599853515625,,,,"12325"
"MJ Melendez","KCR",133,558,495,120,65,28,3,25,73,80,55,0,146,2,5,0,,2,4,0.242739,0.0994475,0.26151,0.380282,0.3186,0.460581,0.336846,0.779181,0.217842,3.43207,0.28972,0,-1.72709,75.7913,12.0089,117.463,-1.72709,-10.4365,9.234513759613037,-12.686538696289062,1.50292,107.30000305175781,,,,"22197"
